name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Nicotiana sylvestris	4096	S	5589	1297	6886	0.00722
Nicotiana attenuata	49451	S	5042	1955	6997	0.00733
Nicotiana tomentosiformis	4098	S	4543	1001	5544	0.00581
Ipomoea triloba	35885	S	3100	1657	4757	0.00499
Salvia miltiorrhiza	226208	S	3451	615	4066	0.00426
Salvia hispanica	49212	S	2018	610	2628	0.00275
Salvia splendens	180675	S	3736	773	4509	0.00473
Olea europaea	4146	S	5588	555	6143	0.00644
Sesamum indicum	4182	S	2726	593	3319	0.00348
Coffea arabica	13443	S	2675	1109	3784	0.00397
Coffea eugenioides	49369	S	993	1029	2022	0.00212
Rutidosis leptorrhynchoides	125765	S	11710	5936	17646	0.01850
Helianthus annuus	4232	S	8866	1044	9910	0.01039
Erigeron canadensis	72917	S	2769	511	3280	0.00344
Lactuca sativa	4236	S	7903	2359	10262	0.01076
Cynara cardunculus	4265	S	3660	513	4173	0.00437
Daucus carota	4039	S	2457	651	3108	0.00326
Impatiens glandulifera	253017	S	6434	2169	8603	0.00902
Actinidia eriantha	165200	S	5818	751	6569	0.00689
Diospyros lotus	55363	S	5493	786	6279	0.00658
Rhododendron vialii	182163	S	3201	677	3878	0.00407
Malania oleifera	397392	S	9371	2013	11384	0.01193
Beta vulgaris	161934	S	3221	1310	4531	0.00475
Spinacia oleracea	3562	S	2770	15187	17957	0.01882
Amaranthus tricolor	29722	S	3092	14158	17250	0.01808
Triticum aestivum	4565	S	9391	10884	20275	0.02125
Triticum dicoccoides	85692	S	5871	6107	11978	0.01256
Triticum urartu	4572	S	4531	2941	7472	0.00783
Aegilops tauschii	37682	S	3167	3928	7095	0.00744
Hordeum vulgare	4513	S	15792	8765	24557	0.02574
Lolium rigidum	89674	S	4492	1309	5801	0.00608
Lolium perenne	4522	S	3356	2136	5492	0.00576
Brachypodium distachyon	15368	S	2128	373	2501	0.00262
Oryza brachyantha	4533	S	2954	687	3641	0.00382
Oryza sativa	4530	S	1494	4183	5677	0.00595
Oryza glaberrima	4538	S	1467	1816	3283	0.00344
Miscanthus floridulus	154761	S	7375	1222	8597	0.00901
Zea mays	4577	S	5060	2341	7401	0.00776
Sorghum bicolor	4558	S	2866	1568	4434	0.00465
Panicum virgatum	38727	S	6003	1225	7228	0.00758
Panicum hallii	206008	S	2482	545	3027	0.00317
Setaria viridis	4556	S	849	1387	2236	0.00234
Setaria italica	4555	S	761	1266	2027	0.00212
Phragmites australis	29695	S	4090	1153	5243	0.00550
Ananas comosus	4615	S	4111	1435	5546	0.00581
Zingiber officinale	94328	S	8242	362	8604	0.00902
Musa acuminata	4641	S	5379	14264	19643	0.02059
Elaeis guineensis	51953	S	7748	1276	9024	0.00946
Phoenix dactylifera	42345	S	3818	1116	4934	0.00517
Asparagus officinalis	4686	S	3892	476	4368	0.00458
Dioscorea cayenensis	29710	S	3243	390	3633	0.00381
Telopea speciosissima	54955	S	4727	702	5429	0.00569
Macadamia integrifolia	60698	S	3956	778	4734	0.00496
Magnolia sinica	86752	S	6759	327	7086	0.00743
Papaver somniferum	3469	S	5743	210	5953	0.00624
Nymphaea colorata	210225	S	3123	401	3524	0.00369
Cryptomeria japonica	3369	S	18892	2780	21672	0.02272
Physcomitrium patens	3218	S	2434	23	2457	0.00258
Roya obtusa	104537	S	105	60	165	0.00017
Netrium digitus	43946	S	20	3	23	0.00002
Spirogyra maxima	3180	S	11	2	13	0.00001
Closterium baillyanum	1416941	S	78	13	91	0.00010
Cosmarium botrytis	33101	S	28	11	39	0.00004
Coleochaete scutata	3125	S	74	6	80	0.00008
Chaetosphaeridium globosum	96477	S	42	10	52	0.00005
Chara vulgaris	55564	S	14	17	31	0.00003
Mesostigma viride	41882	S	119	80	199	0.00021
Chlorokybus atmophyticus	3144	S	110	44	154	0.00016
Entransia fimbriata	130991	S	33	3	36	0.00004
Interfilum terricola	163310	S	30	63	93	0.00010
Chlamydomonas reinhardtii	3055	S	16571	1704	18275	0.01916
Chlamydomonas leiostraca	1034604	S	97	74	171	0.00018
Chlamydomonas moewusii	3054	S	23	0	23	0.00002
Carteria cerasiformis	69401	S	164	11	175	0.00018
Oogamochlamys gigantea	158507	S	120	25	145	0.00015
Volvox carteri	3067	S	2598	256	2854	0.00299
Volvox africanus	51714	S	62	87	149	0.00016
Gonium pectorale	33097	S	134	217	351	0.00037
Colemanosphaera angeleri	1454018	S	60	93	153	0.00016
Pleodorina starrii	330485	S	36	42	78	0.00008
Yamagishiella unicocca	51707	S	34	44	78	0.00008
Chlorococcum tatrense	915274	S	359	138	497	0.00052
Dunaliella salina	3046	S	110	19	129	0.00014
Spermatozopsis similis	3192	S	96	53	149	0.00016
Hafniomonas laevis	436124	S	31	1	32	0.00003
Haematococcus lacustris	44745	S	184	4	188	0.00020
Characiochloris acuminata	167768	S	172	101	273	0.00029
Phacotus lenticularis	52965	S	118	33	151	0.00016
Pleurastrum terricola	34116	S	28	2	30	0.00003
Pediastrum duplex	3105	S	57	34	91	0.00010
Pediastrum angulosum	271408	S	24	17	41	0.00004
Pseudopediastrum sp. CL0201VA	2184484	S	36	24	60	0.00006
Pseudopediastrum integrum	271402	S	23	22	45	0.00005
Stauridium tetras	271398	S	38	21	59	0.00006
Lacunastrum gracillimum	427913	S	19	10	29	0.00003
Hydrodictyon reticulatum	3107	S	11	14	25	0.00003
Tetradesmus obliquus	3088	S	95	60	155	0.00016
Coelastrella saipanensis	152631	S	88	31	119	0.00012
Pectinodesmus pectinatus	91197	S	38	16	54	0.00006
Kirchneriella aperta	117505	S	81	25	106	0.00011
Monoraphidium neglectum	145388	S	50	49	99	0.00010
Ankistrodesmus falcatus	52960	S	37	0	37	0.00004
Chlorotetraedron incus	162317	S	96	40	136	0.00014
Neochloris aquatica	3099	S	68	8	76	0.00008
Bracteacoccus minor	50037	S	72	28	100	0.00010
Bracteacoccus aerius	50041	S	30	12	42	0.00004
Bracteacoccus giganteus	50039	S	25	8	33	0.00003
Ankyra judayi	52688	S	57	49	106	0.00011
Parallela transversalis	163324	S	44	0	44	0.00005
Chromochloris zofingiensis	31302	S	100	38	138	0.00014
Pseudomuriella schumacherensis	889459	S	95	51	146	0.00015
Mychonastes homosphaera	31300	S	56	42	98	0.00010
Neocystis brevis	1065496	S	81	41	122	0.00013
Oedocladium carolinianum	55992	S	5224	1460	6684	0.00701
Oedogonium cardiacum	55995	S	3911	1275	5186	0.00544
Chaetophoropsis polyrhiza	2079440	S	601	88	689	0.00072
Stigeoclonium helveticum	55999	S	142	16	158	0.00017
Uronema confervicola	764120	S	549	96	645	0.00068
Aphanochaete elegans	764105	S	131	48	179	0.00019
Aphanochaete confervicola	764104	S	73	27	100	0.00010
Schizomeris leibleinii	104533	S	126	12	138	0.00014
Floydiella terrestris	51328	S	38	0	38	0.00004
Jenufa perforata	993091	S	70	2	72	0.00008
Treubaria triappendiculata	1755147	S	70	16	86	0.00009
Microspora stagnorum	163317	S	12	0	12	0.00001
Chlorosarcinopsis eremi	332213	S	136	44	180	0.00019
Micractinium conductrix	554055	S	862	396	1258	0.00132
Micractinium variabile	2726146	S	77	1	78	0.00008
Chlorella sorokiniana	3076	S	103	45	148	0.00016
Chlorella vulgaris	3077	S	101	26	127	0.00013
Chlorella variabilis	554065	S	90	33	123	0.00013
Prototheca wickerhamii	3111	S	51	8	59	0.00006
Prototheca bovis	2509265	S	10	66	76	0.00008
Auxenochlorella protothecoides	3075	S	99	20	119	0.00012
Dicloster acuatus	91190	S	75	49	124	0.00013
Pseudochloris wilhelmii	1418016	S	50	38	88	0.00009
Pseudochlorella signiensis	173497	S	47	49	96	0.00010
Helicosporidium sp. ex Simulium jonesi	145475	S	35	0	35	0.00004
Parachlorella kessleri	3074	S	33	41	74	0.00008
Marvania geminata	97105	S	22	12	34	0.00004
Geminella minor	163309	S	16	72	88	0.00009
Binuclearia lauterbornii	3087189	S	70	93	163	0.00017
Botryococcus braunii	38881	S	89	35	124	0.00013
Coccomyxa subellipsoidea	248742	S	84	24	108	0.00011
Choricystis parasitica	41300	S	56	18	74	0.00008
Xylochloris irregularis	480381	S	37	6	43	0.00005
Lobosphaera incisa	312850	S	123	28	151	0.00016
Myrmecia israelensis	3171	S	60	23	83	0.00009
Trebouxia lynnae	1825957	S	38	5	43	0.00005
Parietochloris pseudoalveolaris	3102	S	32	25	57	0.00006
Symbiochloris handae	1853882	S	25	1	26	0.00003
Edaphochlorella mirabilis	3083	S	63	64	127	0.00013
Koliella corcontica	155904	S	37	18	55	0.00006
Koliella longiseta	33092	S	22	22	44	0.00005
Stichococcus bacillaris	37433	S	27	6	33	0.00003
Trebouxiophyceae sp. MX-AZ01	1208065	S	80	7	87	0.00009
Jaagichlorella hainangensis	445995	S	24	0	24	0.00003
Jaagichlorella roystonensis	1052852	S	24	0	24	0.00003
Watanabea reniformis	191674	S	30	5	35	0.00004
Microthamnion kuetzingianum	34148	S	39	11	50	0.00005
Fusochloris perforata	106203	S	30	8	38	0.00004
Scherffelia dubia	3190	S	75	34	109	0.00011
Micromonas commoda	296587	S	2619	221	2840	0.00298
Micromonas pusilla	38833	S	2017	97	2114	0.00222
Ostreococcus sp. 'lucimarinus'	242159	S	475	47	522	0.00055
Ostreococcus tauri	70448	S	437	42	479	0.00050
Bathycoccus prasinos	41875	S	357	12	369	0.00039
Monomastix sp. OKE-1	141716	S	86	11	97	0.00010
Microrhizoidea pickettheapsiorum	2604950	S	13	2	15	0.00002
Tupiella akineta	160070	S	212	32	244	0.00026
Sarcinofilum mucosum	141643	S	58	10	68	0.00007
Hazenia capsulata	2202518	S	42	11	53	0.00006
Gloeotilopsis sterilis	160069	S	12	46	58	0.00006
Capsosiphon fulvescens	205396	S	12	5	17	0.00002
Ulva fenestrata	83795	S	18	20	38	0.00004
Ulva gigantea	523338	S	16	16	32	0.00003
Ulva mutabilis	498180	S	13	69	82	0.00009
Ulva rigida	75689	S	12	7	19	0.00002
Blidingia minima	63414	S	56	2	58	0.00006
Pseudoneochloris marina	44573	S	24	18	42	0.00004
Neodangemannia microcystis	173495	S	39	8	47	0.00005
Boodleopsis sp. H.0758	2320802	S	18	4	22	0.00002
Rhipilia penicilloides	1979422	S	16	2	18	0.00002
Callipsygma wilsonis	2320807	S	24	3	27	0.00003
Udotea flabellum	170437	S	11	2	13	0.00001
Pseudocodium devriesii	453070	S	10	3	13	0.00001
Caulerpa lentillifera	148947	S	20	2	22	0.00002
Caulerpa racemosa	76317	S	17	21	38	0.00004
Caulerpa verticillata	177082	S	14	2	16	0.00002
Caulerpa cliftonii	1004391	S	10	1	11	0.00001
Bryopsis sp. HV04063	1979421	S	29	15	44	0.00005
Bryopsis plumosa	3130	S	17	7	24	0.00003
Bryopsis hypnoides	222885	S	13	4	17	0.00002
Lambia antarctica	101717	S	13	5	18	0.00002
Codium fragile	3133	S	37	0	37	0.00004
Codium simulans	589376	S	20	3	23	0.00002
Derbesia sp. WEST4838	1847751	S	21	1	22	0.00002
Pedobesia claviformis	2364088	S	13	4	17	0.00002
Ostreobium quekettii	121088	S	53	4	57	0.00006
Oltmannsiellopsis viridis	51324	S	18	11	29	0.00003
Chloropicon laureae	464258	S	45	31	76	0.00008
Chloropicon roscoffensis	1461544	S	43	32	75	0.00008
Chloropicon sieburthii	1764286	S	38	31	69	0.00007
Chloropicon maureeniae	1461542	S	31	10	41	0.00004
Chloropicon mariensis	1606511	S	30	19	49	0.00005
Chloroparvula japonica	1411623	S	46	32	78	0.00008
Chloroparvula pacifica	1883388	S	22	46	68	0.00007
Picocystis salinarum	88271	S	207	134	341	0.00036
Cymbomonas tetramitiformis	36881	S	81	44	125	0.00013
Pyramimonas parkeae	36894	S	23	20	43	0.00005
Pedinomonas minor	3159	S	51	61	112	0.00012
Pedinomonas tuberculata	160064	S	34	25	59	0.00006
Nephroselmis olivacea	31312	S	30	7	37	0.00004
Nephroselmis astigmatica	259378	S	18	10	28	0.00003
Nephroselmis pyriformis	156128	S	12	9	21	0.00002
Pycnococcus provasolii	41880	S	34	5	39	0.00004
Palmophyllum crassum	1615899	S	29	8	37	0.00004
Prasinoderma coloniale	156133	S	157	31	188	0.00020
Cyanidioschyzon merolae	45157	S	367	0	367	0.00038
