name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Vigna unguiculata	3917	S	23539	14572	38111	0.01193
Vigna radiata	157791	S	19822	5518	25340	0.00793
Vigna angularis	3914	S	18853	6786	25639	0.00803
Glycine soja	3848	S	6073	21440	27513	0.00861
Glycine max	3847	S	5257	21903	27160	0.00850
Cajanus cajan	3821	S	28886	6753	35639	0.01116
Phaseolus vulgaris	3885	S	21703	5326	27029	0.00846
Pisum sativum	3888	S	44463	8500	52963	0.01658
Vicia villosa	3911	S	40444	6968	47412	0.01484
Medicago truncatula	3880	S	14074	2601	16675	0.00522
Trifolium pratense	57577	S	12610	13630	26240	0.00822
Cicer arietinum	3827	S	23075	11822	34897	0.01093
Lotus japonicus	34305	S	11227	2321	13548	0.00424
Arachis stenosperma	217475	S	18942	9337	28279	0.00885
Arachis hypogaea	3818	S	17266	40349	57615	0.01804
Arachis duranensis	130453	S	7196	9667	16863	0.00528
Arachis ipaensis	130454	S	1824	17719	19543	0.00612
Lupinus angustifolius	3871	S	20534	7148	27682	0.00867
Hevea brasiliensis	3981	S	39858	7856	47714	0.01494
Manihot esculenta	3983	S	25278	11695	36973	0.01158
Ricinus communis	3988	S	14984	6134	21118	0.00661
Mercurialis annua	3986	S	14858	14975	29833	0.00934
Euphorbia lathyris	212925	S	19852	3507	23359	0.00731
Populus nigra	3691	S	14458	47556	62014	0.01941
Populus trichocarpa	3694	S	13861	6054	19915	0.00623
Humulus lupulus	3486	S	40449	19576	60025	0.01879
Cannabis sativa	3483	S	20828	3592	24420	0.00765
Malus sylvestris	3752	S	4958	7004	11962	0.00374
Malus domestica	3750	S	4042	4366	8408	0.00263
Pyrus communis	23211	S	8934	2843	11777	0.00369
Prunus mume	102107	S	3838	1948	5786	0.00181
Prunus dulcis	3755	S	3200	2307	5507	0.00172
Prunus persica	3760	S	3039	2237	5276	0.00165
Rosa chinensis	74649	S	5775	1550	7325	0.00229
Rosa rugosa	74645	S	4133	1621	5754	0.00180
Argentina anserina	57926	S	3656	2139	5795	0.00181
Fragaria vesca	57918	S	3646	1779	5425	0.00170
Ziziphus jujuba	326968	S	18160	12902	31062	0.00972
Juglans regia	51240	S	12740	9699	22439	0.00703
Juglans microcarpa x Juglans regia	2249226	S	11965	5595	17560	0.00550
Carya illinoinensis	32201	S	16085	8519	24604	0.00770
Quercus lobata	97700	S	14811	10909	25720	0.00805
Quercus robur	38942	S	13152	17971	31123	0.00974
Alnus glutinosa	3517	S	13032	15013	28045	0.00878
Corylus avellana	13451	S	10895	2074	12969	0.00406
Benincasa hispida	102211	S	26298	2001	28299	0.00886
Cucumis melo	3656	S	13267	76770	90037	0.02819
Cucumis sativus	3659	S	9369	1907	11276	0.00353
Cucurbita pepo	3663	S	8765	2779	11544	0.00361
Tripterygium wilfordii	458696	S	6141	4528	10669	0.00334
Gossypium hirsutum	3635	S	30648	21577	52225	0.01635
Gossypium arboreum	29729	S	15716	11129	26845	0.00840
Gossypium raimondii	29730	S	13671	8731	22402	0.00701
Theobroma cacao	3641	S	9773	933	10706	0.00335
Brassica napus	3708	S	9210	39173	48383	0.01515
Brassica oleracea	3712	S	4691	5752	10443	0.00327
Brassica rapa	3711	S	3034	6720	9754	0.00305
Raphanus sativus	3726	S	11333	40561	51894	0.01625
Camelina sativa	90675	S	15139	1239	16378	0.00513
Arabidopsis thaliana	3702	S	3730	938	4668	0.00146
Eucalyptus grandis	71139	S	12005	9286	21291	0.00667
Rhodamnia argentea	178133	S	7295	1792	9087	0.00284
Punica granatum	22663	S	7478	2471	9949	0.00311
Mangifera indica	29780	S	14819	5583	20402	0.00639
Citrus sinensis	2711	S	9428	4192	13620	0.00426
Vitis riparia	96939	S	11411	10914	22325	0.00699
Vitis vinifera	29760	S	10411	11669	22080	0.00691
Solanum lycopersicum	4081	S	17205	40891	58096	0.01819
Solanum pennellii	28526	S	16263	6358	22621	0.00708
Solanum dulcamara	45834	S	17894	12718	30612	0.00958
Solanum stenotomum	172797	S	15671	3039	18710	0.00586
Capsicum annuum	4072	S	58575	4232	62807	0.01966
Lycium barbarum	112863	S	15120	4589	19709	0.00617
Lycium ferocissimum	112874	S	14620	5902	20522	0.00642
Nicotiana sylvestris	4096	S	20922	4674	25596	0.00801
Nicotiana attenuata	49451	S	18101	6731	24832	0.00777
Nicotiana tomentosiformis	4098	S	17978	3668	21646	0.00678
Ipomoea triloba	35885	S	11258	5360	16618	0.00520
Salvia miltiorrhiza	226208	S	12199	1953	14152	0.00443
Salvia hispanica	49212	S	6943	1859	8802	0.00276
Salvia splendens	180675	S	13751	2566	16317	0.00511
Olea europaea	4146	S	22927	2067	24994	0.00782
Sesamum indicum	4182	S	10219	2050	12269	0.00384
Coffea arabica	13443	S	7647	3858	11505	0.00360
Coffea eugenioides	49369	S	3239	3992	7231	0.00226
Rutidosis leptorrhynchoides	125765	S	53873	23652	77525	0.02427
Helianthus annuus	4232	S	31218	3248	34466	0.01079
Erigeron canadensis	72917	S	11472	1960	13432	0.00421
Lactuca sativa	4236	S	33338	8686	42024	0.01316
Cynara cardunculus	4265	S	18791	2371	21162	0.00663
Daucus carota	4039	S	10241	2504	12745	0.00399
Impatiens glandulifera	253017	S	28213	8239	36452	0.01141
Actinidia eriantha	165200	S	19542	2346	21888	0.00685
Diospyros lotus	55363	S	17408	1944	19352	0.00606
Rhododendron vialii	182163	S	8432	1432	9864	0.00309
Beta vulgaris	161934	S	11357	4031	15388	0.00482
Spinacia oleracea	3562	S	10290	55986	66276	0.02075
Amaranthus tricolor	29722	S	13527	53361	66888	0.02094
Malania oleifera	397392	S	30467	6068	36535	0.01144
Triticum aestivum	4565	S	15410	18367	33777	0.01057
Triticum dicoccoides	85692	S	10044	10942	20986	0.00657
Triticum urartu	4572	S	7746	5245	12991	0.00407
Aegilops tauschii	37682	S	4884	6182	11066	0.00346
Hordeum vulgare	4513	S	24783	10206	34989	0.01095
Lolium rigidum	89674	S	9005	2167	11172	0.00350
Lolium perenne	4522	S	5846	3048	8894	0.00278
Brachypodium distachyon	15368	S	3106	381	3487	0.00109
Oryza brachyantha	4533	S	5861	948	6809	0.00213
Oryza sativa	4530	S	2680	5653	8333	0.00261
Oryza glaberrima	4538	S	2578	2618	5196	0.00163
Miscanthus floridulus	154761	S	13547	1365	14912	0.00467
Zea mays	4577	S	9335	3074	12409	0.00388
Sorghum bicolor	4558	S	5306	1998	7304	0.00229
Panicum virgatum	38727	S	9749	1508	11257	0.00352
Panicum hallii	206008	S	3849	639	4488	0.00141
Setaria viridis	4556	S	1338	1831	3169	0.00099
Setaria italica	4555	S	1285	1778	3063	0.00096
Phragmites australis	29695	S	8577	1611	10188	0.00319
Ananas comosus	4615	S	9140	2370	11510	0.00360
Zingiber officinale	94328	S	31028	1046	32074	0.01004
Musa acuminata	4641	S	13663	28231	41894	0.01312
Elaeis guineensis	51953	S	22157	2652	24809	0.00777
Phoenix dactylifera	42345	S	8860	1855	10715	0.00335
Dioscorea cayenensis	29710	S	13240	1253	14493	0.00454
Asparagus officinalis	4686	S	12953	1233	14186	0.00444
Telopea speciosissima	54955	S	11883	1302	13185	0.00413
Macadamia integrifolia	60698	S	10776	1614	12390	0.00388
Papaver somniferum	3469	S	22748	640	23388	0.00732
Magnolia sinica	86752	S	18052	675	18727	0.00586
Nymphaea colorata	210225	S	23559	2542	26101	0.00817
Cryptomeria japonica	3369	S	77859	9916	87775	0.02748
Physcomitrium patens	3218	S	11623	80	11703	0.00366
Closterium baillyanum	1416941	S	1833	135	1968	0.00062
Cosmarium botrytis	33101	S	60	20	80	0.00003
Staurastrum punctulatum	102822	S	27	7	34	0.00001
Roya obtusa	104537	S	189	64	253	0.00008
Cylindrocystis brebissonii	102167	S	24	2	26	0.00001
Netrium digitus	43946	S	48	3	51	0.00002
Zygnema circumcarinatum	35869	S	23	1	24	0.00001
Spirogyra maxima	3180	S	18	1	19	0.00001
Coleochaete scutata	3125	S	94	3	97	0.00003
Chaetosphaeridium globosum	96477	S	46	4	50	0.00002
Chara vulgaris	55564	S	13	12	25	0.00001
Mesostigma viride	41882	S	180	73	253	0.00008
Entransia fimbriata	130991	S	95	6	101	0.00003
Interfilum terricola	163310	S	36	27	63	0.00002
Klebsormidium flaccidum	3175	S	14	0	14	0.00000
Chlorokybus atmophyticus	3144	S	131	30	161	0.00005
Uronema confervicola	764120	S	9851	836	10687	0.00335
Chaetophoropsis polyrhiza	2079440	S	4506	316	4822	0.00151
