sample_ID	year	genotype_treatment	genotype	pond	block	treatmentpond	Treatment	direct_herbivory	indirect_herbivory	mesh	timepoint	fitness	L_Alanine	L_Arginine	L_Asparagine	L_Aspartic_Acid	L_Glutamic_acid	L_Glutamine	L_Isoleucine_1	L_Leucine_2	L_Phenylalanine	L_Proline	L_Serine	L_Threonine	L_Tryptophane	L_Valine	Ornithine	Chlorogenic_acid	putative_Chlorogenic_acid_Isomer	Cyanidine_3_Glc	Luteoline_8_C_Glc	Apigenine_8_C_Glc	Luteoline_7_O_Glc	Apigenine_7_O_Glc	Glycine	L_Histidine	L_Methionine	L_Tyrosine	Tyramine	Tryptamine	Shikimic_acid	Apigenine	Luteoline	ABA	SA	JA	JA-Ile	OPDA	IP	IPR	tZ	tZR	cZ	cZR	IAA 	Coumaric_acid_p	Caffeic_acid	Ferulic_acid	Sinapic_acid	Cyanidin_Mal_Glc
"4D, T1+"	2023	T+	T	4D	1	herbivory	direct	1	1	0	w11	-0.006285448	1.783748270	1.031962964	2.824289778	7.485090185	9.827508302	1.718619036	0.412668725	0.361013528	0.470064123	0.260336438	2.162223876	1.293648013	0.470497343	1.000184014	0.242743461	1.688112338	1.850139572	51.743761824	24.693215245	7.602571366	41.523190365	3.641472971	0.638583713	0.236474843	0.068099448	0.172701449	NA	0.014543154	1.765917523	0.007864996	0.229413016	164.261233	1547.822244	NA	8.362209162	351390.253	5.447210702	8.047809531	11.35682036	10.06869269	4.368663519	98.81915117	28.5893776	1119.702551	66.82231399	NA	8735.500438	24.10095499
"4D, T1-"	2023	T-	T	4D	1	herbivory	indirect	0	1	1	w11	-0.007761927	5.111396037	4.447086605	NA	10.687333416	12.708511212	3.454381353	1.048987876	2.330018804	1.564533971	1.351998556	2.983320857	2.245452026	0.721620614	2.363961339	0.286168833	0.640428410	0.441736487	1.339001630	14.397296995	8.539325745	12.902808628	1.171836760	2.032426768	0.558890540	0.485276213	0.739996010	NA	0.003312722	1.698541071	0.832094647	10.926044839	NA	1638.753785	NA	NA	597262.4074	3.983586131	83.12559751	10.79414726	18.0338817	23.53708452	676.3404745	655.2351904	35395.33426	4500.123597	3233.409057	13762.03216	0.944049581
"4D, U1+"	2023	U+	U	4D	1	herbivory	direct	1	1	0	w11	0.025913430	1.519475133	0.368736029	1.891033794	5.377663926	8.745973840	1.553758540	0.321664722	0.322755819	0.331010216	0.203494478	1.638603297	1.059807994	0.301735954	0.850993867	0.159833674	1.476605348	1.510385188	40.796045170	22.498374415	7.279629111	38.664195507	3.032787798	0.329290987	0.137857269	0.041647346	0.120871139	NA	0.005245603	1.671168146	0.008335338	0.172656297	NA	1504.057074	NA	26.43398648	223535.8958	NA	9.139728172	8.690137194	7.729908979	4.141433279	69.76736901	40.28319377	2232.214563	64.44665841	NA	11801.69234	29.85734912
"4D, U1-"	2023	U-	U	4D	1	herbivory	indirect	0	1	1	w11	0.006307740	2.849619942	4.089378452	NA	5.514721567	11.631898996	1.877105325	0.597899238	1.270588540	0.927344123	0.910978488	2.052072302	1.557033401	0.596076159	1.428538988	0.135191379	1.068147556	0.701405275	6.529161757	17.486147196	6.186289720	12.495448013	0.779233222	1.255174336	0.339615176	0.345661787	0.408892627	NA	0.001753446	1.777727832	1.152104901	19.995163258	182.2333455	799.5030779	NA	2.557379761	121553.2044	2.891527854	94.98158107	7.690856106	10.82409349	6.673176456	470.0021987	531.103953	16432.40613	4728.721998	3833.547338	41030.20989	5.06439659
"4D, V1+"	2023	V+	V	4D	1	herbivory	direct	1	1	0	w11	0.031843647	1.808279087	0.169072492	0.780109659	4.119585669	6.749330618	1.102250967	0.594593684	0.506460203	0.417172344	0.365302769	2.102869915	1.108172269	0.656682060	1.227438805	0.423651639	1.921435446	1.541576483	45.803029426	28.470690686	9.476294251	49.016703579	4.721359405	0.226832857	0.179872844	0.050772641	0.167605305	0.018353230	0.003931426	1.967322776	NA	0.039390293	NA	6875.63799	461.4479511	826.7526557	953375.6175	NA	7.923250095	4.557065388	4.845002451	6.03462462	93.46772191	44.33380875	1143.854573	59.71342277	19.97699616	10162.04858	29.45208745
"4D, V1-"	2023	V-	V	4D	1	herbivory	indirect	0	1	1	w11	-0.007836229	2.325835487	1.779158865	NA	3.097446195	6.497534640	1.184332388	0.554886880	1.320567734	0.902381156	0.711467232	1.636668004	1.180874247	0.560074932	1.239967263	0.047573794	0.826507414	0.456676727	6.205642882	13.286787287	4.111028742	10.590296481	0.595117615	1.111511390	0.318113057	0.332758632	0.481511671	NA	0.001586596	1.919793387	0.749672367	13.810833176	125.6312776	921.5610133	36.10546496	5.623253764	239904.1359	2.358335101	88.59396735	6.399023698	11.02531734	7.546777821	456.3847306	471.8970899	13389.50796	3031.984724	2504.109718	44759.27627	5.84252182
"4D, W1+"	2023	W+	W	4D	1	herbivory	direct	1	1	0	w11	0.003297922	1.187821241	0.882361724	1.070038765	5.550251514	7.877412590	1.728416661	0.319487183	0.293118160	0.335248760	0.254635452	1.551445658	0.875004043	0.331838279	0.751762199	0.169855129	1.166830782	1.321514497	29.809193381	18.563166228	6.535172108	32.498809015	2.708376721	0.360631755	0.198172159	0.046575142	0.135362446	0.012238556	0.008911384	0.870384190	0.008283779	0.240094276	326.7447273	1310.559771	NA	2.143790144	53558.21207	5.027119035	6.12851479	9.275767173	8.229324877	4.243907311	81.03463173	43.54600677	1272.065287	145.3526843	NA	7847.245532	24.74511895
"4D, W1-"	2023	W-	W	4D	1	herbivory	indirect	0	1	1	w11	-0.027274383	3.600377263	2.963160108	NA	5.186391193	12.428569053	2.078348402	0.690701518	1.564762840	1.057602197	0.885432717	1.848339453	1.693089667	0.451350818	1.684089269	0.073961453	1.120003931	0.654144420	8.285808277	16.425970814	5.695099216	12.875253088	0.830641293	1.193644227	0.313202693	0.379984300	0.511510207	NA	0.001995778	1.167801008	0.967638178	15.813222384	202.9493296	1046.786978	NA	NA	290622.9315	3.112536481	93.37942245	5.928188736	14.40608597	11.65687434	629.4216733	1216.182242	24851.48984	4095.330207	2267.887722	59771.11032	7.695568494
"4D, X1+"	2023	X+	X	4D	1	herbivory	direct	1	1	0	w11	0.001507701	1.173416680	1.100876218	1.191936549	4.811575072	7.153081125	1.397108113	0.335474227	0.312760671	0.286435882	0.187409882	1.348805061	0.832654052	0.386563645	0.758882028	0.235078205	1.442427043	1.667249894	32.624235904	20.623947975	6.804721849	32.844075597	2.930659101	0.315464818	0.171213689	0.044275945	0.117685238	0.010205605	0.005843781	1.372305663	0.008680616	0.234495069	349.096557	896.0268676	28.28634544	NA	221583.949	7.235415759	7.603888935	8.731409465	8.22706094	4.468736501	93.13077091	33.40674731	1017.914846	112.6015171	NA	9358.244814	22.74152027
"4D, X1-"	2023	X-	X	4D	1	herbivory	indirect	0	1	1	w11	-0.029256183	2.868549876	3.002370802	0.182343492	4.143167894	8.792746721	1.153025283	0.692261117	1.342972314	0.923411516	0.858151113	1.847181441	1.438881776	0.542670661	1.477501592	0.126214181	0.850942107	0.585151246	2.988288654	16.713851855	5.860712701	16.894308781	1.385916805	1.466554492	0.356361688	0.281974675	0.475054836	NA	0.001446289	1.370848006	0.777067129	10.985190592	283.9629852	1494.670286	NA	NA	314088.0458	NA	95.27333863	4.97922765	13.68306952	8.475087004	591.281915	702.2841573	23205.99976	5241.810168	4180.130012	41580.82627	2.624116784
"5A, A1+"	2023	A+	A	5A	2	herbivory	direct	1	1	0	w11	-0.028549591	1.100588188	0.730733976	0.785167836	4.034611918	8.394353470	1.613568929	0.333540827	0.240319995	0.371408941	0.470764802	0.836724326	0.785253524	0.640088407	0.822970627	0.134274690	1.732946804	0.953824547	24.555987331	17.541232597	5.593939620	30.775194466	2.586208172	0.418910160	0.194700984	0.040720697	0.129275306	NA	0.004009861	0.886336019	0.008549047	0.200223185	NA	783.3225109	30.25824043	5.759815678	9768.053846	1.998564895	3.633084937	4.909820194	3.86391876	4.786587455	34.81849588	32.85113961	862.5422433	107.256634	NA	12511.09719	14.27020906
"5A, A1-"	2023	A-	A	5A	2	herbivory	indirect	0	1	1	w11	-0.063578807	10.861236596	4.987239880	NA	11.125434232	11.723424903	2.402002062	2.566777402	2.799300758	1.928802065	2.761248119	14.982204407	5.130836551	2.417604195	4.690164710	4.768420819	0.541498537	0.180669839	NA	10.264591964	4.787861677	12.882642056	1.761583305	3.741474932	0.861515217	0.176175492	0.427428071	NA	0.001914289	0.363983420	0.434449865	5.804521183	NA	7708.123102	NA	NA	225221.4082	NA	47.01626941	9.925156377	7.468938579	38.62377847	360.9772887	1267.337766	9324.030318	2088.02895	1517.940356	6798.58906	0
"5A, B1+"	2023	B+	B	5A	2	herbivory	direct	1	1	0	w11	-0.003449331	1.116977506	0.234859311	0.488586127	2.843396674	5.396795583	0.985588065	0.195944395	0.158135769	0.252782733	0.193363216	1.195411306	0.667974441	0.365257105	0.593933315	0.108863810	1.537474900	1.169986243	29.012964243	16.901158355	6.236840277	30.671254613	2.841751400	0.569463681	0.155483116	0.026391923	0.096897050	NA	0.003702787	1.605792575	0.008240770	0.156569319	83.88698464	919.3764641	NA	6.830592593	54909.95935	8.509832319	7.109346712	6.118970901	3.696636716	3.250941163	34.29787605	31.90102286	1590.079659	112.8994899	NA	15658.70183	3.238904571
"5A, B1-"	2023	B-	B	5A	2	herbivory	indirect	0	1	1	w11	0.005749826	1.742029756	1.672187032	NA	3.293313060	7.287869385	1.463412553	0.458660340	0.843042332	0.655258583	0.514065282	1.280627098	0.941521712	0.433007709	1.098921511	0.106276457	0.857722317	0.511820897	1.289669745	13.999395172	5.722403129	13.219528157	1.152944270	1.849351056	0.496038701	0.238747648	0.425912428	NA	0.000765973	1.792067674	0.823075590	10.539993634	111.6300058	1065.873982	NA	NA	83965.92845	4.715110786	95.7039544	6.536693381	8.550104635	8.687502253	248.9557621	622.3263568	7174.74897	1575.361983	1996.508427	9656.878035	1.896342179
"5A, C1+"	2023	C+	C	5A	2	herbivory	direct	1	1	0	w11	0.005052478	1.283742752	0.412942439	0.439410790	3.546288330	8.132443061	2.149077475	0.196636944	0.132548678	0.282958898	0.179909287	0.988149309	0.646145675	0.416565045	0.658612616	0.119697477	1.382418558	1.064600766	39.000626219	18.933239079	5.791228690	35.384015113	2.642915752	0.505168612	0.158325695	0.032380240	0.098254480	NA	0.007148344	1.762893532	0.009810020	0.189235825	92.80252386	613.7096572	NA	NA	32010.58382	5.016085201	6.688238625	7.951440672	5.082257958	3.731921366	31.64368215	35.68112737	1081.858573	54.5215228	NA	13341.82947	25.69216656
"5A, C1-"	2023	C-	C	5A	2	herbivory	indirect	0	1	1	w11	-0.011368468	2.066777077	2.079088838	NA	3.017997703	7.331260616	1.751687891	0.460380728	0.942392565	0.656884261	0.693125117	1.451980987	0.979383042	0.403762211	1.032670010	0.138502102	0.585115825	0.371609563	3.416403143	10.284933655	3.201859359	12.628895363	0.825691057	1.080685153	0.239876214	0.215339486	0.398684861	NA	0.000869493	1.281949101	0.406712672	7.198773635	118.5529952	969.8029184	NA	1.127724661	46805.28861	3.106675171	67.75400391	5.26293858	9.306792673	7.181559326	273.0637834	495.0801502	9656.479558	2080.503026	2003.275137	26004.34264	4.46076207
"5A, D1+"	2023	D+	D	5A	2	herbivory	direct	1	1	0	w11	-0.147416326	0.827406950	0.396614695	0.327659708	2.445476957	5.987822361	0.726166296	0.266736778	0.230336870	0.290316245	0.375424687	0.675823843	0.704571509	0.506994986	0.648370457	0.103648235	1.339631727	0.920945178	25.361592193	14.676413789	4.968124702	30.190782461	2.829364447	0.516889473	0.233591987	0.049066112	0.204099948	NA	0.005664845	0.725975721	0.007358501	0.191235189	187.4893343	990.4419549	NA	3.75690629	11196.51041	2.894690899	6.085510581	4.57622962	3.459518761	3.663085216	32.89963702	63.64944839	1006.014757	83.20962483	NA	9979.075101	18.63831198
"5A, E1+"	2023	E+	E	5A	2	herbivory	direct	1	1	0	w11	0.000000000	1.032124444	0.853487652	0.756993629	3.947987495	8.114626093	1.250320473	0.432723507	0.269812805	0.443300085	0.345080046	0.759842720	0.868165866	0.700051371	0.922301159	0.079198252	2.073141069	1.192308915	25.359847869	20.007435823	6.410882077	36.895537664	3.055690482	0.413887151	0.205081252	0.046004528	0.144641050	0.013475011	0.004339903	0.719977519	0.006117452	0.134152963	139.2016172	906.2352039	NA	NA	14561.2835	3.647424018	4.040097738	3.992812531	4.292738374	2.475055211	41.49566027	35.59158688	1130.274814	93.35661702	NA	9748.464488	14.67219056
"5A, E1-"	2023	E-	E	5A	2	herbivory	indirect	0	1	1	w11	-0.038824765	5.003105270	3.380811291	NA	6.968742138	13.251682919	2.238508859	1.402837564	1.624343325	1.125478592	1.392833219	5.028153372	2.523774322	1.414553166	2.639679970	1.300880538	0.722196327	0.358268453	NA	17.506942370	7.611127396	21.492433358	2.574526909	2.234124165	0.540959853	0.155964430	0.452258448	NA	0.001707604	0.935123465	0.578466048	8.285694629	29.29886283	2732.512537	NA	NA	134754.2202	NA	33.19971735	9.50300227	6.287546575	11.57010984	210.5514499	571.5992304	6894.711409	855.799909	1141.383693	12359.19325	0
"5A, F1+"	2023	F+	F	5A	2	herbivory	direct	1	1	0	w11	0.022263896	1.349233140	0.167446966	0.272230056	3.431440264	6.675772481	1.078665130	0.344281158	0.312686817	0.398566000	0.286286124	1.778793156	1.056845851	0.474551010	0.889696680	0.218095905	1.621439121	1.050746264	50.224343219	24.467995133	8.916957819	43.643720126	4.482911832	0.821626954	0.241151342	0.057773761	0.178853346	NA	0.004422423	1.594769681	NA	0.043551288	155.6472196	1024.702687	5.68187326	1.145910631	16672.96646	4.547134017	5.394724933	5.131935628	5.363006045	2.379389975	43.2247485	29.12059393	953.5143187	32.23697273	NA	9811.32179	22.68290954
"5A, F1-"	2023	F-	F	5A	2	herbivory	indirect	0	1	1	w11	-0.043599743	2.137428346	1.695109468	0.289068344	2.946517963	7.463535083	1.486390645	0.687994125	1.205406103	0.824070893	0.762238922	1.644913370	1.362572325	0.561383054	1.357625788	0.150292106	0.678319310	0.339935533	4.531106171	12.493832061	4.585183051	17.616907079	1.651063648	1.473824786	0.448344736	0.314123937	0.592058666	NA	0.001338540	0.953596739	0.412012615	5.614709640	NA	841.2378435	NA	NA	85252.31094	8.876177121	75.05063642	6.428672671	8.147831187	7.000233935	232.8214235	894.3403293	8362.190335	1639.597583	1597.806225	22853.29816	6.211829231
"5A, G1+"	2023	G+	G	5A	2	herbivory	direct	1	1	0	w11	-0.002162068	1.363819117	0.190919418	0.330521336	3.248564618	7.668791001	1.157915367	0.329596602	0.271885112	0.418570770	0.267679539	1.286193811	0.821202943	0.544691081	0.894495223	0.164843836	1.246474804	0.904287990	44.537008883	24.540292421	6.906210047	40.477511948	2.918551350	0.673141698	0.219886248	0.053254854	0.183784488	NA	0.009278955	1.175318079	NA	0.129259492	141.2964175	1348.166488	NA	NA	24294.92584	4.145607678	3.699160914	5.569731734	4.187466381	2.51227875	46.20996883	30.0667647	645.3035941	10.67420425	NA	10514.98882	24.21517264
"5A, G1-"	2023	G-	G	5A	2	herbivory	indirect	0	1	1	w11	-0.012415426	1.970587954	1.510926982	NA	2.937695083	7.609021416	0.935371061	0.505444332	0.922843496	0.630787442	0.516979147	1.159125057	1.024278136	0.476286570	1.093503149	0.060660377	0.638678841	0.362420733	8.761616435	15.880659597	4.010011918	21.933147690	1.218546154	0.952063818	0.260346023	0.221086752	0.367941786	NA	0.001485101	0.858890419	0.357586500	7.732735551	207.5754623	1128.099353	NA	1.556976896	101236.7983	2.90890858	75.02687387	6.626061673	8.009203338	6.810432899	270.0996072	957.8294965	11555.3759	1440.552189	1514.811463	37878.10555	8.007888733
"5A, H1+"	2023	H+	H	5A	2	herbivory	direct	1	1	0	w11	-0.080917313	0.796066193	0.223716609	0.250484080	2.486295758	5.901453346	0.705378401	0.202370138	0.151103276	0.243687231	0.277846947	0.645664069	0.622182490	0.399025187	0.532140771	0.058316551	1.080377311	0.787806312	25.590621535	15.493026500	5.043358799	30.523729270	2.517583441	0.811556781	0.238978320	0.033042503	0.130850294	NA	0.006068184	0.906317223	0.004739361	0.136778671	199.012945	725.5536665	NA	NA	10791.94353	3.526916061	4.068939155	4.708146997	4.14688732	2.767556519	30.40629045	45.19605287	1149.827995	75.54230927	NA	13127.61918	19.27375497
"5A, H1-"	2023	H-	H	5A	2	herbivory	indirect	0	1	1	w11	-0.046217545	4.409986946	3.524168830	NA	4.038656042	9.899510468	1.463075444	0.821468597	1.645305956	1.039289296	0.964679637	3.970631871	2.174192672	0.793717565	1.831599821	0.345343296	0.491877141	0.231202735	1.603734592	9.694077135	3.188283289	18.280732818	1.481214295	3.324010090	1.371311013	0.376281164	0.777400247	NA	0.001286167	0.383291075	0.163604383	2.509150980	173.8862562	2535.78793	NA	NA	531881.0266	3.126700293	41.43853028	7.918344026	5.45109219	18.464008	260.0050976	1169.029129	13421.55064	2670.867988	2302.754451	8155.04943	1.225085487
"5A, I1+"	2023	I+	I	5A	2	herbivory	direct	1	1	0	w11	0.000000000	1.079029746	0.552253235	0.777862260	3.152115342	8.790638328	0.863015879	0.346648719	0.248949691	0.367431361	0.515314149	1.244120685	0.982777440	0.618727072	0.921661745	0.138370663	2.254952342	1.433854849	36.453495378	22.735908792	7.705289292	48.605372930	4.166585163	0.955341430	0.265938535	0.040893153	0.144343828	NA	0.006285262	0.943637257	NA	0.093336098	NA	2187.607111	NA	NA	NA	NA	4.697587821	5.400372368	3.624457542	3.073477819	33.42911137	60.21918071	1158.401943	76.72956955	NA	9018.20569	25.25029115
"5A, I1-"	2023	I-	I	5A	2	herbivory	indirect	0	1	1	w11	-0.070461063	7.282836021	2.675444246	0.843950411	6.871247560	12.256969009	2.039930941	2.011903871	2.438425759	1.603472506	1.946505364	9.286843192	3.054345513	NA	3.379479906	1.776827691	0.650834156	0.393073742	NA	12.464130459	5.426963187	19.133434045	2.672351458	1.750971245	0.405275651	0.167215358	0.561635470	NA	0.001496315	0.632243407	0.329689527	4.660883191	NA	5091.927869	NA	NA	146987.085	NA	38.96208641	12.14421257	5.272286618	13.14013645	229.323782	986.4986506	13963.74459	2622.530892	2008.255432	27477.17614	2.888769715
"5A, J1+"	2023	J+	J	5A	2	herbivory	direct	1	1	0	w11	-0.149685616	1.363329152	0.541355310	0.582132867	3.063563171	9.653941327	1.083006764	0.404312923	0.362809731	0.579904318	0.433122253	1.664052823	1.132973993	0.661150913	1.075305338	0.120829610	2.289768565	1.410635751	18.849837127	19.349859895	6.822300557	32.144984275	2.745947479	0.604312298	0.319785626	0.062805080	0.451677637	0.032519785	0.004917879	1.320707955	0.015032707	0.276619053	64.1513927	950.7881675	NA	NA	9054.158303	5.717851856	9.823473571	10.03105624	4.538953385	4.966947359	48.04906003	49.88953136	1040.061695	74.21336248	NA	12878.25843	8.577806831
"5A, J1-"	2023	J-	J	5A	2	herbivory	indirect	0	1	1	w11	-0.048236973	2.668646322	2.176991541	NA	3.143784533	8.747566421	1.221797584	0.597089731	1.141751010	0.954529756	0.910707411	1.659476323	1.333236046	0.693348413	1.346308741	0.058540431	0.335182888	0.230119600	0.351581916	7.317506630	3.193034857	2.683191881	0.199623258	1.485331835	0.416978852	0.255725002	0.713337246	NA	0.001224725	0.767005326	0.641551954	8.946776163	94.05173473	1375.029781	NA	NA	479392.5	6.9148259	90.56174548	8.77002572	9.007080422	8.903263318	233.97218	819.8743807	9076.866508	1991.652894	3051.107743	2646.842426	0.302274396
"5A, K1+"	2023	K+	K	5A	2	herbivory	direct	1	1	0	w11	0.049816159	0.577173441	0.059435089	NA	1.464959543	4.400608280	0.429239980	0.141489192	0.111184821	0.195614887	0.118712740	0.800840083	0.521050506	0.292585091	0.389129587	0.046047737	4.123997662	1.297490118	40.888396937	17.005843137	16.508415443	25.008497416	2.842166963	0.275439083	0.096519556	0.019570807	0.079294030	NA	0.001269352	1.300715754	0.005950039	0.131635412	NA	1157.477473	NA	NA	49713.1755	3.87767739	4.238921862	2.896379063	1.854827545	1.750870603	33.71857173	19.296635	1668.448673	40.825781	NA	NA	30.86480549
"5A, K1-"	2023	K-	K	5A	2	herbivory	indirect	0	1	1	w11	0.012005318	2.003843690	1.648819001	NA	2.730292260	6.226576052	1.863628238	0.442661586	0.942213019	0.671116452	0.490420874	1.419304815	1.141349191	0.474241525	0.958688171	0.230751183	1.750618596	0.865681407	13.172600095	16.397602536	14.435918835	12.833772793	1.089224299	1.000783817	0.312875796	0.244532801	0.367871970	NA	0.001459873	1.568833352	0.859925042	11.485370897	38.70805162	1179.914593	NA	NA	299153.3377	6.336626066	65.2777051	4.205842603	6.452717259	5.579979037	234.9481788	238.7221817	8108.583069	1698.438478	925.1289906	11833.06368	11.01132575
"5A, L1+"	2023	L+	L	5A	2	herbivory	direct	1	1	0	w11	0.028788806	0.661571346	0.193968071	0.250216344	2.691472268	5.288602748	0.678740931	0.187219656	0.141225038	0.219424199	0.180289343	0.810678930	0.602924472	0.387823876	0.530142879	0.045596034	1.202281598	0.922131237	38.957020801	18.592873243	6.424562462	30.481171740	2.766909251	1.220790471	0.332432762	0.051107562	0.193750452	NA	0.004523458	1.565935201	0.011602398	0.253653083	244.5526697	982.4382648	NA	NA	15651.64174	7.487947924	5.25451714	5.924112049	5.5495792	3.100237657	49.64872856	33.71130945	1267.761637	75.52325578	NA	13031.98253	23.29557361
"5A, L1-"	2023	L-	L	5A	2	herbivory	indirect	0	1	1	w11	-0.021636751	3.255747519	3.870406395	0.186186371	4.725684402	12.848419632	4.184402438	0.826657638	1.500610690	1.113334086	1.052555198	1.998432917	1.779850511	0.820184236	1.765316366	0.403899553	1.297214307	0.706258202	6.805629547	24.555249045	8.470698611	29.402911726	2.813712323	1.906426774	0.707345179	0.425361939	0.959650883	NA	0.002312280	2.618809640	0.652374607	8.603126022	152.1032871	828.177108	NA	2.605630625	NA	5.935257734	76.72262725	4.824344092	11.28825004	6.172997349	256.529581	36.27150305	11755.29533	2750.519547	2897.137205	32062.9929	4.596482543
"5A, M1+"	2023	M+	M	5A	2	herbivory	direct	1	1	0	w11	0.018805012	0.843209396	0.113155331	NA	2.888595168	5.451026757	0.892783039	0.179069869	0.148597870	0.261834128	0.147679888	0.708646091	0.660308112	0.433499945	0.621885014	0.064184740	1.325498092	1.037946002	46.276001111	23.903910221	7.201722942	36.443161074	3.258733735	0.217246145	0.114148776	0.051651010	0.101883447	0.009696640	0.005090995	2.152819621	0.008675256	0.167984985	122.2875204	651.8084165	NA	0.942560474	NA	6.70513227	5.25680325	4.903019524	4.802818662	2.01271027	34.08493066	695.5129092	1642.532781	77.88254487	NA	9833.637443	25.22047323
"5A, M1-"	2023	M-	M	5A	2	herbivory	indirect	0	1	1	w11	-0.014751599	2.029912077	2.205046596	NA	3.681773760	9.353135273	1.462182791	0.483101651	0.917257198	0.630585870	0.532042359	1.280040809	1.110860761	0.578357014	1.120085250	0.130058361	0.785921341	0.520197843	5.554077023	19.584467661	6.527615033	21.954261404	1.728532454	1.118247114	0.302076967	0.232667025	0.335890131	NA	0.001912406	1.889533711	0.785081607	11.463031194	101.5384609	870.7483616	NA	2.270179608	NA	2.901157802	58.99500635	3.5090563	9.306775613	4.972826939	225.2676045	60.22694249	8225.715241	2389.281802	2514.827894	26944.37859	4.863131863
"5A, N1+"	2023	N+	N	5A	2	herbivory	direct	1	1	0	w11	-0.011826631	1.334654870	0.181810699	0.361770665	3.017531792	6.948961253	0.975258688	0.381267368	0.274400502	0.396386295	0.189560905	0.975040651	0.952878237	0.586414307	0.905912618	0.056139463	1.857689353	1.425148420	44.287448408	28.462877431	9.933101735	45.587779132	4.074554996	0.495051528	0.242959004	0.050351613	0.183073492	NA	0.007053222	2.509330241	0.011742195	0.253280745	75.74023318	731.0958294	NA	NA	NA	NA	4.741212917	3.491250583	4.001159109	1.9412141	33.54628035	617.6809071	2211.283178	350.0099875	NA	14127.94082	20.89781775
"5A, N1-"	2023	N-	N	5A	2	herbivory	indirect	0	1	1	w11	-0.005239569	2.130319628	2.288239277	0.084129889	4.505604133	10.185509271	2.446911797	0.529679874	0.911795752	0.631333524	0.484560975	1.365408131	1.049171694	0.634825558	1.183834140	0.129442762	0.875105047	0.593212474	3.699722365	20.175478825	7.229347461	20.169292009	1.546739049	0.881670119	0.290162161	0.232408702	0.322393977	NA	0.003246559	2.425787981	0.926319154	13.305260763	146.8906234	1031.791586	NA	1.225274322	NA	6.346820523	73.76635172	8.931210612	13.76582233	5.678613833	271.6564829	45.07624733	10886.95341	2715.82204	2546.901405	25835.90857	4.156829928
"5A, O1+"	2023	O+	O	5A	2	herbivory	direct	1	1	0	w11	0.020255848	0.834471182	0.157366487	0.193735237	2.319675075	6.551564313	0.664692819	0.286180760	0.188612573	0.303326563	0.181865743	0.761350731	0.747613671	0.563461747	0.937923739	0.072199088	1.619080604	1.061229846	58.764115693	24.581817260	11.365331356	40.646075336	3.568210961	0.441116267	0.211999347	0.044336852	0.143375427	0.023801895	0.002939835	1.573459193	0.009178268	0.185987309	24.27295435	591.2472176	NA	NA	NA	4.054708047	4.104591747	2.034075455	1.710299993	1.466962872	39.20267485	409.3182535	1955.753349	44.7891524	NA	10448.55627	26.60923571
"5A, O1-"	2023	O-	O	5A	2	herbivory	indirect	0	1	1	w11	0.005265903	2.111900147	1.523640899	NA	2.874303639	7.884672508	1.966271540	0.526118528	1.362885595	0.887609275	0.565161168	1.308986720	1.431109311	0.591306529	1.397151285	0.141462312	0.952297068	0.545138862	15.489555568	19.322915259	8.918772045	15.404925678	0.946043585	1.096041882	0.330165504	0.414953808	0.399749464	NA	0.001508871	1.638620418	1.016394762	16.792640308	9.090205089	655.8452269	NA	1.365476299	NA	NA	80.51264897	2.734246262	8.918625125	5.705430254	346.6690428	37.7660274	8353.230034	2536.155038	1657.263635	25067.6206	10.14983314
"5A, P1+"	2023	P+	P	5A	2	herbivory	direct	1	1	0	w11	-0.023357724	0.767343923	0.218956230	NA	1.823249993	4.470672962	0.730358889	0.220445260	0.175554491	0.245284488	0.126661773	0.722373148	0.598653771	0.326581549	0.607984997	0.039160669	1.393759553	1.344005844	22.260953686	24.056427451	6.082733702	32.572245144	2.207085423	0.304579745	0.184041473	0.096483880	0.091617330	0.011933601	0.001216568	1.053421527	0.007315209	0.203709998	NA	599.2605532	24.64890992	NA	NA	7.45544707	6.214556018	2.295234157	3.35697609	1.132673655	52.889504	573.5611769	1074.198214	35.03117924	NA	14177.54044	23.55758323
"5A, P1-"	2023	P-	P	5A	2	herbivory	indirect	0	1	1	w11	0.028679490	3.334649495	1.863190158	0.254963226	3.474187944	9.421781065	2.341715831	0.822857975	1.834822566	1.205735550	1.293944874	1.811636263	1.705483961	0.758065224	1.824236368	0.129785636	0.623614820	0.474833731	1.039804497	13.204550318	4.713072567	12.557587925	0.758134718	1.950039128	0.714135470	0.534519197	1.083265051	NA	0.000973801	1.419943071	0.530963475	9.005371946	NA	698.9436809	56.2932223	NA	12314.70584	4.274094006	75.82973207	1.885867944	5.575665834	9.547305296	319.8663536	34.49278035	4901.652432	833.8794225	1128.610753	6868.464323	1.133316582
"5A, Q1+"	2023	Q+	Q	5A	2	herbivory	direct	1	1	0	w11	0.039650658	1.306930413	0.077523996	0.134194163	1.746242651	6.043256432	0.851926310	0.213802805	0.171954971	0.302044271	0.155864815	0.687535687	0.691675845	0.486968966	0.604239252	0.069157696	2.582285348	1.644599809	64.125401456	29.559548879	20.406615996	38.375855253	3.086064865	0.307147940	0.158262804	0.043977701	0.128885215	0.011222980	0.001113759	1.598833277	0.007302841	0.174888827	NA	888.3919551	65.24877722	84.34786154	7136.911557	7.828354241	4.429282897	2.334299657	2.252968045	1.37483408	46.70512408	284.4596601	1719.676012	66.39453954	NA	6845.609898	29.82148278
