sample_ID	year	genotype_treatment	genotype	pond	block	treatmentpond	Treatment	direct_herbivory	indirect_herbivory	mesh	timepoint	fitness	L-Alanine	L-Arginine	L-Asparagine	L-Aspartic Acid	L-Glutamic acid	L-Glutamine	L-Isoleucine_1	L-Leucine_2	L-Phenylalanine	L-Proline	L-Serine	L-Threonine	L-Tryptophane	L-Valine	Ornithine	Chlorogenic acid	putative Chlorogenic acid Isomer	Cyanidine_3_Glc	Luteoline 8-C-Glc	Apigenine 8-C-Glc	Luteoline 7-O-Glc	Apigenine 7-O-Glc	Glycine	L-Histidine	L-Methionine	L-Tyrosine	Kynurenine	Kynurenic acid	Serotonin_1	Tyramine	Tryptamine	Shikimic acid	Apigenine	Luteoline	Folic acid	Tetrahydrofolic acid	Lactic acid	Malate	Succinic acid	Dopamin	L-DOPA	GABA	Melatonine	Cyanidin_Mal_Glc
"4C, L1+"	2024	L+	L	4C	1	control	nodirect	0	0	0	w12	0.016503504	2.313631435	0.92918098	31.34031212	6.886688005	9.70907552	3.449711679	0.865959237	0.359239908	0.420905504	0.350346082	3.019098622	3.410966172	0.885619041	1.754456689	1.482418884	6.721883653	1.750608919	62.20075514	27.24874387	18.74282841	42.7179358	4.364811775	1.370282336	0.444828361	0.038497554	0.228956454	1.31E-02	1.04E-02	6.91E-02	8.18E-02	8.72E-03	2.528264732	4.54E-03	0.146388684	6.19E-05	7.08E-03	0.020641858	1.974265289	0.115750181	0.867348655	1.22E-02	0.306624242	NA	22.88931975
"4C, M1-"	2024	M-	M	4C	1	control	noindirect	0	0	1	w12	0.01027436	7.337590038	5.23098415	16.73369047	12.69401299	12.6991501	5.571781836	1.685442079	1.457313518	1.359416337	1.817018226	14.79451174	7.145904833	1.403337425	2.941083146	6.861584803	2.792605987	1.259308771	71.29714574	35.63293473	13.88755938	65.76220069	6.846432017	11.7529551	3.152868423	0.141838537	1.614055065	4.27E-02	4.45E-02	8.15E-02	9.19E-02	1.25E-02	2.277473196	0.121224578	0.854790682	4.18E-04	9.31E-03	0.187954474	2.013697045	0.330879846	1.203382099	9.89E-03	0.675784661	NA	29.91295739
"4C, N1-"	2024	N-	N	4C	1	control	noindirect	0	0	1	w12	0.02982769	3.871026888	3.244403321	31.29566646	5.473472006	5.919383869	3.790798753	0.771891786	0.81140981	0.594119344	0.730885465	4.759679428	3.162322506	0.637952119	1.580571609	2.38959571	1.197439067	0.475913819	14.2523541	10.49547204	4.337023119	19.54180055	1.745670765	2.826933058	1.25694794	0.07778515	0.788829998	1.61E-02	1.86E-02	6.54E-02	7.39E-02	5.61E-03	0.870155959	2.82E-03	0.059229539	NA	4.00E-03	0.069647309	0.874507612	0.080602784	0.84826318	NA	0.243896302	NA	9.853436032
"4C, N1+"	2024	N+	N	4C	1	control	nodirect	0	0	0	w12	0	3.958856278	1.634643549	127.6361832	12.09161333	13.32684757	7.434064045	0.836676157	0.769055042	0.593076767	0.867826549	6.543557194	4.706344	0.5484775	1.590724622	5.167115552	3.319548953	0.95382776	17.63146426	15.2656426	9.669559312	23.20851785	3.021941898	3.91253563	1.015026173	0.047873565	0.623842642	1.83E-02	3.66E-02	5.06E-02	7.40E-02	1.13E-02	1.479020501	3.57E-03	0.067193942	7.32E-04	7.54E-03	0.071595485	1.371828916	0.121669171	0.563483284	9.27E-03	0.838716494	2.46E-03	15.12588865
"4C, O1-"	2024	O-	O	4C	1	control	noindirect	0	0	1	w12	-0.051047144	2.458415316	1.339469083	55.53586706	4.443652853	4.667503387	4.006059426	0.564049029	0.50515275	0.396799215	0.564032571	3.408938438	1.947484195	0.342607325	1.578489972	2.769876179	1.832161031	0.520433506	16.43265941	11.44011368	5.997562004	21.17332869	2.216701502	1.307212906	0.42589883	0.04944022	0.238190778	4.51E-03	9.16E-03	0.351591704	0.172113403	3.26E-02	0.497481842	7.44E-03	0.14905392	NA	2.01E-03	0.021684041	0.990761561	0.05369855	0.505768702	7.72E-03	0.53166669	NA	5.303561584
"4C, O1+"	2024	O+	O	4C	1	control	nodirect	0	0	0	w12	-0.017193684	2.767996541	0.437023201	14.24034647	6.919145203	9.136706797	2.908067131	0.819473666	0.62593177	0.477292317	0.480984214	3.692355057	2.42676361	0.580411055	1.425246584	1.637017504	3.531816069	1.357088668	55.6671249	22.92924442	13.7325857	33.65449491	4.251202088	1.671665894	0.631328878	0.029694845	0.3405003	6.65E-03	7.45E-03	3.59E-02	3.37E-02	3.38E-03	1.773981916	1.03E-02	0.2517372	2.29E-04	6.66E-03	0.033792975	1.525340463	0.113601473	0.352936771	7.16E-03	0.562544798	NA	27.01611159
"4C, P1-"	2024	P-	P	4C	1	control	noindirect	0	0	1	w12	-0.010374829	3.290404607	2.449401996	47.93115676	3.788190883	5.138081733	2.428375683	0.547461196	0.436912629	0.418845637	0.458233454	2.055645929	2.766053553	0.628933666	1.366171426	2.077402405	1.919741387	0.677029781	25.90454134	15.49940317	4.348950284	27.45273222	2.087557222	0.789130163	0.821135937	0.04696512	0.212380077	5.80E-03	3.00E-03	0.283365271	0.289752693	2.71E-02	0.365675892	2.18E-03	0.04932533	2.87E-04	2.77E-03	0.016981056	0.613692349	0.045426079	6.750216444	3.67E-03	1.222812109	6.30E-04	11.73805628
"4C, P1+"	2024	P+	P	4C	1	control	nodirect	0	0	0	w12	-0.02349374	4.623443562	1.091659565	30.7296472	3.841132228	6.588887138	3.740628751	0.846285546	0.719347671	0.516466847	0.540026864	2.431521711	2.815612283	0.71182852	1.694848255	1.951923469	2.345936204	0.919149229	37.10501035	19.48702283	6.473718558	33.42997554	2.660897579	1.29738258	0.679564268	0.064942445	0.38321767	3.44E-03	4.09E-03	9.21E-02	0.209155905	1.91E-02	0.606523298	3.72E-03	0.125814782	1.77E-04	3.67E-03	0.023379426	0.667099832	0.054542895	3.513727921	5.25E-03	1.150860827	NA	15.04459387
"4C, Q1+"	2024	Q+	Q	4C	1	control	nodirect	0	0	0	w12	0.019202688	2.267144338	0.751680366	11.56939233	3.744446053	7.26117448	1.74134906	0.623224221	0.402633211	0.384803953	0.326854934	1.488663738	2.465424151	0.652053382	1.239504413	0.750630859	3.767077813	1.300774122	55.95622492	22.14621204	14.27746482	28.9355704	3.190982861	0.771569954	0.467158157	0.05076577	0.312626889	2.76E-03	2.83E-03	6.43E-02	4.71E-02	5.63E-03	1.137012471	1.73E-03	0.042148306	1.80E-04	4.51E-03	0.005872764	1.10424305	0.083915093	0.549069682	3.88E-03	0.226323026	NA	19.86121603
"4C, R1-"	2024	R-	R	4C	1	control	noindirect	0	0	1	w12	0.006284894	7.711500999	1.397458738	49.68402317	8.160738349	13.74324098	8.539220754	1.272189419	1.327024293	1.034135119	1.238199254	8.642510122	5.797330235	0.979692884	2.339611253	5.17388328	8.201956516	1.749109355	42.59032111	21.9930256	18.98649657	34.36015671	3.69600352	4.4561317	1.193555509	0.129147919	0.793919241	1.96E-02	1.42E-02	5.01E-02	4.59E-02	5.62E-03	1.373911258	6.80E-03	0.108502362	3.99E-04	6.83E-03	0.064784627	1.33408289	0.105722987	1.387255591	8.13E-03	0.317066847	NA	21.8060311
"4C, R1+"	2024	R+	R	4C	1	control	nodirect	0	0	0	w12	-0.014785351	2.04637502	0.498750891	6.016717026	4.508428534	7.788329996	2.143061971	0.898983404	0.537098612	0.410281801	0.432789865	2.271943375	2.43969091	0.872006762	1.487938777	0.825469186	4.045003425	1.603551851	53.95677158	19.78204167	15.62742983	27.14867504	3.76316535	1.256245652	0.605373469	0.057686195	0.317062006	4.94E-03	3.00E-03	1.93E-02	2.64E-02	3.89E-03	1.924037227	3.05E-03	0.081587669	2.39E-04	4.83E-03	0.021669653	1.118159115	0.08858309	0.828646846	1.12E-02	0.211208801	NA	30.44287998
"4C, S1-"	2024	S-	S	4C	1	control	noindirect	0	0	1	w12	0	4.182900352	1.504471747	15.87816761	7.221667843	9.28784632	3.063512376	0.79081925	0.84492669	0.661493492	1.046456118	8.718942768	3.95994217	0.645588526	1.69428825	3.613309377	3.94742255	0.851382109	19.6525919	20.71476366	8.472738172	40.52749192	4.098281826	5.931085518	1.651696292	0.093236654	0.962172947	1.79E-02	2.17E-02	4.45E-02	7.36E-02	7.07E-03	1.283581456	6.21E-03	0.245363838	NA	4.21E-03	0.118165558	1.263874456	0.123416953	0.283514198	3.90E-03	0.42990524	NA	10.03877728
"4C, S1+"	2024	S+	S	4C	1	control	nodirect	0	0	0	w12	0.03658944	2.699283259	0.91596648	13.49368461	8.012543648	12.09947905	3.391635171	1.115119214	0.724401546	0.448996035	0.60141217	2.409243419	3.228631592	0.731702039	1.810528093	0.753804507	5.26349128	1.899907586	53.83305064	26.27671346	17.49987657	35.16819499	4.354932122	1.544337513	0.627332454	0.052710273	0.328575943	3.73E-03	9.22E-03	3.11E-02	4.65E-02	5.58E-03	3.082251507	1.45E-03	0.035547694	3.69E-04	7.57E-03	0.02333184	2.181741299	0.145761251	0.839073634	1.20E-02	0.298256576	2.61E-03	33.1114453
"4C, T1-"	2024	T-	T	4C	1	control	noindirect	0	0	1	w12	-0.044741535	21.54033935	5.962279882	86.09749078	21.55041891	15.5074943	6.937888474	4.469659004	5.195751169	4.13713071	5.906318193	56.63773458	22.2869033	2.941808424	8.436505335	31.75234212	3.895582348	1.153125988	39.07221767	19.37618179	13.41762001	34.00069234	3.862328634	37.995391	9.423674531	0.936585381	6.296435196	8.74E-02	5.17E-02	5.86E-02	9.57E-02	9.86E-03	0.872149206	1.44E-02	0.282737456	NA	4.29E-03	0.606071198	0.720714856	0.15693396	1.103713373	NA	0.278475285	4.45E-03	21.94298915
"4C, T1+"	2024	T+	T	4C	1	control	nodirect	0	0	0	w12	0	2.753510447	0.702207788	18.27195394	7.602128766	11.89492292	4.37878486	1.181471463	0.880746791	0.551155887	0.437199587	2.640466916	3.476725507	0.865335526	1.946877588	1.177031678	4.679914696	1.7393826	55.66942887	26.89704146	17.05171761	36.95916606	4.353548727	1.373659661	0.662556764	0.051043752	0.404885312	9.17E-03	6.74E-03	5.91E-02	6.74E-02	6.15E-03	2.358470847	4.14E-03	0.123363975	4.75E-04	8.91E-03	0.019342831	2.022749568	0.138805183	0.549184679	1.29E-02	0.314452058	NA	28.42319486
"4C, U1-"	2024	U-	U	4C	1	control	noindirect	0	0	1	w12	0.020992381	5.245905473	1.412068849	7.264215114	10.38601217	13.77642267	4.187173841	1.158785602	0.948021484	0.757059205	1.215662717	8.813255925	4.07141881	0.984485267	2.493227922	3.465297726	5.341747343	2.274857665	66.50592933	36.82782395	15.93803498	64.96113857	6.281351884	8.366303526	2.316135548	0.088695049	1.010104556	1.60E-02	1.96E-02	7.98E-02	0.104342602	1.12E-02	3.10164593	2.37E-03	0.137995625	NA	9.73E-03	0.197276615	3.307801174	0.206468507	1.210256061	5.36E-03	0.254580498	NA	29.51198383
"4C, U1+"	2024	U+	U	4C	1	control	nodirect	0	0	0	w12	0.048969631	1.511708712	0.40127501	13.89217868	5.16372215	7.346563437	1.931516839	0.662133026	0.365853606	0.263991782	0.259677869	1.875689045	1.994672023	0.450593502	1.106535035	0.834864751	4.814952196	1.540989311	40.82829663	20.75110678	13.52431944	27.65981753	3.46265692	1.712443303	0.61917113	0.062793247	0.388536039	4.77E-03	1.34E-02	3.31E-02	4.05E-02	3.37E-03	1.905276077	1.22E-03	0.026305696	4.05E-04	7.50E-03	0.026934266	2.317364475	0.113652676	1.278031974	8.02E-03	0.180182589	NA	29.59568875
"4C, V1-"	2024	V-	V	4C	1	control	noindirect	0	0	1	w12	0.001536631	3.008651595	0.541124213	4.554048975	5.914674113	8.982671151	2.578997467	0.57024506	0.464147799	0.411601674	0.546808133	5.551444767	3.317948289	0.589488645	1.326243112	1.974789392	5.258398154	1.361150204	58.22286895	20.1149134	15.25579279	33.40286036	4.438597356	3.434412442	0.871246859	0.064432908	0.438791952	8.38E-03	1.48E-02	3.19E-02	3.50E-02	3.91E-03	1.845478902	1.49E-03	0.072248557	NA	6.13E-03	0.081578607	1.531717595	0.10680136	0.566350259	6.06E-03	0.264171114	NA	20.21290179
"4C, V1+"	2024	V+	V	4C	1	control	nodirect	0	0	0	w12	0.012004188	6.984482452	1.902963943	21.37661552	6.42874581	8.628618068	2.836926446	0.757182147	0.354240198	0.292904156	0.228723281	1.926523787	2.266449168	0.660426746	1.382245967	1.643519739	5.994442993	1.760437308	57.73239829	21.84574788	16.31626413	29.84019604	4.228597615	0.914201112	0.349396345	0.02979614	0.183156666	2.11E-03	2.30E-03	2.88E-02	2.94E-02	4.03E-03	1.89629258	1.71E-03	0.035675612	5.29E-05	7.55E-03	0.009939069	1.52130237	0.091585542	0.661715474	1.11E-02	0.33019369	NA	35.80155593
"4C, W1-"	2024	W-	W	4C	1	control	noindirect	0	0	1	w12	0	4.047944086	1.398469398	49.32309752	6.539800071	10.47006344	5.025614841	1.200815367	0.573360704	0.980559205	0.603496102	4.47049699	4.631980478	0.768805693	2.493868805	2.712829006	7.654434245	1.753745397	28.31270174	20.76614281	14.99167409	32.57047103	3.56497257	2.235054631	1.223177421	0.061656356	0.333326261	1.79E-02	2.66E-02	0.15303077	0.352419465	1.65E-02	1.080079617	4.31E-03	0.117333416	NA	3.78E-03	0.042534316	1.279635687	0.085329729	5.638756443	6.63E-03	0.417596241	NA	11.29181964
"4C, W1+"	2024	W+	W	4C	1	control	nodirect	0	0	0	w12	0.038593941	1.821600785	0.595697675	18.26442461	7.563033317	10.85138455	2.748018681	1.52218865	0.782275203	0.526745461	0.354033052	1.867353998	3.532569973	0.886511277	2.355838418	1.033550406	8.228558095	2.342067873	43.52776161	31.37101995	19.58688049	43.71516035	4.96655268	1.051468813	0.768227705	0.043175619	0.290734663	9.12E-03	7.37E-03	0.117141497	7.24E-02	4.13E-03	2.042206024	2.02E-03	0.057767734	3.16E-04	9.80E-03	0.013840553	3.51787138	0.163568386	1.452607075	2.54E-02	0.277342394	NA	24.13157811
"4C, X1-"	2024	X-	X	4C	1	control	noindirect	0	0	1	w12	-0.003670254	4.003606191	3.072143278	197.1132337	15.22325118	13.29529416	7.414658934	1.125540694	0.665032722	0.685790599	0.712005607	6.793669191	7.856198813	1.141773728	2.917772233	7.431538679	7.020772178	1.691918772	48.7435084	30.15231915	20.1725957	48.31162079	4.599272314	3.782749317	1.560936061	0.099689009	0.544766759	NA	2.10E-02	0.468155974	0.389277003	2.55E-02	2.382684219	6.54E-03	0.086252358	3.88E-04	1.03E-02	0.07679576	3.116510858	0.173846364	12.89960895	1.06E-02	0.627327596	3.28E-03	25.87952042
"4C, X1+"	2024	X+	X	4C	1	control	nodirect	0	0	0	w12	0.033720572	2.286444864	5.267699206	43.30897727	8.328154006	10.45148522	5.540075755	1.13863205	0.583201988	0.4218328	0.44893421	2.314979772	3.865201297	0.775539411	1.848721568	4.654569977	6.274844893	2.111567576	56.74350301	30.03999603	18.617482	42.0824083	4.886330939	1.139952624	0.69607663	0.06341174	0.290112546	3.92E-03	6.76E-03	8.49E-02	5.86E-02	3.90E-03	2.209123916	4.21E-03	0.091477946	2.33E-04	8.19E-03	0.023041157	3.073501335	0.142651959	1.490534487	1.21E-02	0.294094322	NA	25.0355578
"4D, B1-"	2024	B-	B	4D	1	herbivory	indirect	0	1	1	w12	0.062042263	1.270993112	1.789723541	20.0797877	6.383351779	6.980357823	2.850127041	0.755066565	0.632445675	0.375503107	0.280799956	1.475964929	1.975116497	0.621117196	1.221838553	2.194238277	2.579784869	1.341367255	47.95709147	20.14284504	8.669939557	28.49596694	3.031130984	0.528082093	0.334422032	0.034793692	0.307983953	2.68E-03	4.75E-03	4.37E-02	6.20E-02	6.13E-03	2.442573201	8.57E-03	0.264274015	2.07E-04	4.33E-03	0.00854846	1.560265897	0.082718867	0.799430967	8.27E-03	0.240315782	3.31E-04	28.28811282
"4D, B1+"	2024	B+	B	4D	1	herbivory	direct	1	1	0	w12	0.11758942	1.627734692	24.54348582	107.7280385	9.911246229	9.33229695	14.18520619	0.608274157	0.353297056	0.391471509	0.488879195	2.012277742	2.310587294	0.485353869	1.309846011	11.08670909	2.259497224	0.959982248	61.72956893	21.4527847	9.158425697	29.14169275	3.207562181	1.030404185	0.770482368	0.091010736	0.232398799	3.25E-03	6.82E-03	3.72E-02	0.189664416	1.03E-02	2.643455501	1.80E-03	0.048937296	1.02E-04	4.92E-03	0.015981331	0.870175138	0.079398983	1.97809644	4.93E-03	0.546196671	NA	28.15928987
"4D, C1-"	2024	C-	C	4D	1	herbivory	indirect	0	1	1	w12	0.110710429	1.618110439	0.443461022	32.26789446	8.000091682	8.895991573	2.820566942	0.74633942	0.634164043	0.469510813	0.316703557	2.308526744	2.319437468	0.588336912	1.408591919	1.428492635	2.442246245	1.501600122	49.23275658	23.8158694	9.620201063	34.22224682	3.606210814	1.025477333	0.444346559	0.03418016	0.295350861	3.74E-03	8.21E-03	4.98E-02	7.02E-02	8.59E-03	3.639223207	2.42E-03	0.055034966	NA	6.17E-03	0.02683875	2.026129633	0.109905179	0.886373628	7.68E-03	0.262041043	NA	26.28394418
"4D, C1+"	2024	C+	C	4D	1	herbivory	direct	1	1	0	w12	0.066863811	6.086784784	1.306912088	51.33911239	9.559194021	10.66661543	7.129561544	0.54336533	0.344857464	0.472077659	0.392740514	2.924746136	1.927796335	0.461374551	1.175137301	1.83755457	2.601688719	1.471776959	56.62242026	21.01517009	12.88876264	29.24266035	3.782270162	1.167373078	0.39510006	0.030671001	0.2477973	6.18E-03	5.68E-03	7.95E-03	0.151225343	1.76E-02	4.235080101	2.91E-03	0.066802501	2.96E-04	5.65E-03	0.01647624	1.039857619	0.121484488	1.035580414	7.47E-03	0.284999832	7.39E-04	29.04789406
"4D, D1-"	2024	D-	D	4D	1	herbivory	indirect	0	1	1	w12	0.108861336	4.044748295	1.275235984	24.98236174	9.907872685	9.141772244	2.934019742	1.247549791	1.140605793	0.735960059	1.115869953	7.913865471	4.102813514	0.746440064	2.002047696	2.93896065	2.754901782	1.815841127	65.85894736	27.90485703	13.1471489	37.47332876	3.959392775	0.673164439	0.488095209	0.044528706	0.351921488	2.99E-03	7.27E-03	5.56E-02	6.96E-02	7.65E-03	4.083638103	1.94E-03	0.029799606	1.55E-04	6.36E-03	0.013363787	2.277878819	0.122961073	0.564295784	8.74E-03	0.264183879	NA	27.9415514
"4D, D1+"	2024	D+	D	4D	1	herbivory	direct	1	1	0	w12	0.171278234	3.975350632	2.686655481	112.2152672	13.18133593	12.85238301	15.18246446	0.812898621	0.759112578	0.777619535	0.986287623	7.836716539	3.283663204	0.614813726	1.843175928	6.499446672	2.743650462	1.468561201	52.7809572	19.61955542	13.02272975	24.69579985	4.148514944	1.881602739	0.58342606	0.045693171	0.337544341	3.38E-03	5.45E-03	6.63E-03	0.15039948	1.58E-02	3.152476431	9.83E-04	0.017476108	2.77E-04	7.33E-03	0.032167295	0.730689028	0.127618968	1.239898979	6.33E-03	0.166814173	NA	22.67930424
"4D, E1-"	2024	E-	E	4D	1	herbivory	indirect	0	1	1	w12	0.120284705	3.087632636	2.008306558	12.29808128	7.592894164	8.212741444	3.388248002	0.866440116	0.659315669	0.492511103	0.543961873	3.821774876	2.830894306	0.690593108	1.426160558	2.358167228	3.274327315	1.646525772	65.58729887	28.82328342	11.85398757	40.37554047	3.841717359	0.47892674	0.347221306	0.030687609	0.223160198	2.55E-03	4.97E-03	3.93E-02	4.82E-02	6.64E-03	2.879550294	2.19E-03	0.07681843	4.48E-05	5.82E-03	0.009046526	1.549392024	0.091233176	0.948567222	7.29E-03	0.241041552	NA	27.30856633
"4D, F1-"	2024	F-	F	4D	1	herbivory	indirect	0	1	1	w12	0.154257543	1.926408246	0.519319556	3.372118143	4.468789361	5.443974759	1.417987845	0.579246823	0.462370059	0.340204841	0.741926975	2.927024417	1.993437818	0.44612081	0.951939498	0.962729913	1.83313441	1.107096094	41.45578006	17.97535895	8.650803151	25.47008757	2.505330681	0.641934931	0.290568882	0.026291871	0.196134837	3.06E-03	4.86E-03	2.27E-02	3.43E-02	3.65E-03	2.29170135	1.59E-03	0.050282406	1.94E-04	4.26E-03	0.013781142	1.169411522	0.069509532	0.312714259	4.08E-03	0.197972697	NA	26.98006722
"4D, F1+"	2024	F+	F	4D	1	herbivory	direct	1	1	0	w12	0.155155229	2.593729104	8.895277095	65.79490563	10.31459363	10.2714815	10.84386581	0.487019686	0.472265981	0.491895221	0.602153757	4.720383729	2.320916263	0.372042086	1.183289393	5.752311186	1.551811567	0.984373622	47.19119652	17.13770244	7.311356886	22.96471585	3.189300061	0.826851837	0.354807909	0.033735571	0.200619049	3.29E-03	4.44E-03	1.03E-02	0.1120759	1.25E-02	2.977780824	2.36E-03	0.035039819	2.50E-04	5.03E-03	0.012743807	0.886168207	0.100055327	1.259956802	3.05E-03	0.197087646	NA	21.45865725
"4D, G1-"	2024	G-	G	4D	1	herbivory	indirect	0	1	1	w12	0.064413809	2.779082894	2.199571273	50.51422106	9.943372915	10.18054964	4.485335864	1.421639722	1.264172529	0.647854238	0.800076718	5.749273687	4.327166425	0.934315916	2.415260616	4.236461373	3.138665974	1.628665052	55.56424352	25.87931196	11.32318769	36.10350974	3.472389337	2.046202249	0.862066332	0.068089067	0.718268867	9.23E-03	7.88E-03	5.70E-02	8.26E-02	7.76E-03	3.639495469	3.81E-03	0.151644971	NA	5.78E-03	0.029924565	2.081381718	0.113213764	1.910153514	1.68E-02	0.264461019	NA	25.1285013
"4D, G1+"	2024	G+	G	4D	1	herbivory	direct	1	1	0	w12	0.205657033	1.876921884	2.425629231	49.47112865	10.37783722	11.79377794	7.219757974	0.509120172	0.372431538	0.512542517	0.402503104	1.989182444	1.994821679	0.459067733	1.210144781	1.996956945	1.999626826	1.378881989	62.65228387	23.21360695	10.25147675	29.60830223	4.419738609	0.706563454	0.285835375	0.030254122	0.208007292	2.30E-03	7.10E-03	1.15E-02	6.71E-02	1.12E-02	4.080080224	2.10E-03	0.047707195	7.89E-04	7.39E-03	0.007965304	1.145152407	0.121266799	0.472058108	4.99E-03	0.214021155	3.15E-04	30.71229185
"4D, H1-"	2024	H-	H	4D	1	herbivory	indirect	0	1	1	w12	0.100882537	3.377032982	0.645726657	21.80232209	10.69327904	12.53642524	5.145714292	1.262060292	1.093128823	0.698238881	0.693883645	4.841507499	3.811165491	0.913684488	2.143977182	1.826172079	3.793643817	2.299175114	69.27947716	30.6869622	15.15040918	42.40894114	4.534963994	0.880573421	0.536555365	0.048251834	0.506085364	3.98E-03	7.39E-03	6.54E-02	8.27E-02	8.95E-03	4.244929861	2.15E-03	0.069032383	1.91E-05	8.07E-03	0.015030509	2.271955944	0.133554164	0.764429667	1.13E-02	0.393855063	NA	23.87326285
"4D, H1+"	2024	H+	H	4D	1	herbivory	direct	1	1	0	w12	0.010985621	2.463620085	1.906838552	54.78975036	11.66805677	14.06242144	6.375159414	0.839444662	0.801827386	0.65476134	0.571519949	3.695902753	3.107786976	0.557865514	1.752632034	3.388658669	3.435822742	1.979021739	70.56155996	24.24631183	15.08622471	29.83017786	3.970882952	0.493748824	0.32199944	0.041303723	0.295661252	5.04E-03	5.88E-03	6.44E-02	9.11E-02	1.30E-02	3.484002677	8.40E-03	0.185851105	3.03E-04	9.42E-03	0.005096898	1.163304109	0.125105941	0.758321752	9.31E-03	0.218032515	NA	27.08890182
"4D, I1+"	2024	I+	I	4D	1	herbivory	direct	1	1	0	w12	0.091329547	15.6409502	6.252660802	122.8064831	16.13241372	15.93003492	6.745671443	1.079696022	1.016883212	0.918863907	1.251542782	9.539164837	4.643473707	0.484676342	2.470997901	7.910560627	4.12381831	1.629930304	66.11305224	27.06283186	15.43931094	37.60698831	4.219284942	1.608195711	0.585727665	0.073749777	0.316078252	8.68E-03	8.75E-03	2.65E-02	0.104043008	8.85E-03	3.544063185	2.44E-02	0.668399767	4.43E-04	4.74E-03	0.028682292	0.834801504	0.115342704	0.620217866	7.76E-03	3.855013455	NA	22.59876518
"4D, J1-"	2024	J-	J	4D	1	herbivory	indirect	0	1	1	w12	0.089273907	3.133631673	0.757640874	26.46628242	9.262777073	12.79981806	5.353833082	1.053237158	1.091626901	0.667996342	0.580874852	4.70749324	3.396236743	0.627696548	1.829872421	2.039154298	3.710291932	1.902570643	60.73159239	27.01532298	16.50081032	34.01184128	4.018118289	1.622044773	0.68529511	0.112049605	0.496722642	5.54E-03	1.48E-02	5.90E-02	5.35E-02	7.17E-03	3.507826906	2.94E-03	0.073797765	2.94E-04	6.44E-03	0.025794871	2.314697416	0.121231932	1.114835709	1.43E-02	0.361245086	NA	26.91880597
"4D, J1+"	2024	J+	J	4D	1	herbivory	direct	1	1	0	w12	0.106631498	2.412578546	3.75525704	48.83724746	8.818483119	9.748215992	5.891526679	0.47240051	0.43995872	0.431328375	0.447333068	3.087470647	1.996675732	0.424398193	1.119626116	2.528795986	1.747124968	1.114674557	56.98269082	20.06439368	8.570502861	27.54755224	3.013795195	0.995220652	0.469954689	0.055776976	0.318006228	2.63E-03	8.73E-03	1.83E-02	9.60E-02	8.48E-03	3.094809188	1.60E-03	0.05276432	2.46E-04	3.19E-03	0.015104439	0.963470037	0.083948481	0.719697726	4.51E-03	0.889020966	NA	30.04068381
"4D, K1-"	2024	K-	K	4D	1	herbivory	indirect	0	1	1	w12	0.006228174	1.375834186	0.531519936	5.819080501	4.134220536	5.809194441	1.014754472	0.436580405	0.252434527	0.316477807	0.235778288	1.514913096	1.956311177	0.457923055	0.75253189	0.53022772	6.476475217	1.779736565	62.03638105	25.74893502	20.0730538	29.88185685	3.636902016	0.501733876	0.226445333	0.034932344	0.128722024	2.40E-03	1.83E-03	3.69E-02	2.95E-02	3.26E-03	1.138747818	2.31E-03	0.053083984	NA	3.04E-03	0.004054127	0.98198517	0.062516989	0.318346878	1.87E-03	0.179980425	NA	14.65016921
"4D, K1+"	2024	K+	K	4D	1	herbivory	direct	1	1	0	w12	0.022495882	1.799040775	1.941603475	28.35370797	6.811649657	9.232057849	5.523079534	0.525191494	0.319612326	0.425586983	0.319654838	1.734046084	1.985860983	0.516438591	1.073220271	1.354537581	4.307019119	1.553472159	66.6284318	23.80559979	16.3949402	28.53411817	3.709860708	0.577647234	0.284393316	0.04195805	0.184519307	3.65E-03	3.87E-03	2.10E-02	0.133170537	1.28E-02	2.251713481	2.59E-03	0.048395463	1.06E-04	3.91E-03	0.004969727	0.81350545	0.085998431	0.803816232	3.72E-03	0.275779017	NA	20.55005347
"4D, L1-"	2024	L-	L	4D	1	herbivory	indirect	0	1	1	w12	0.11776133	2.767985152	1.154044085	35.96570357	13.84574061	16.23678098	5.048241813	1.544025225	1.577126586	0.956311279	1.031254701	4.828931334	5.466880785	1.138026535	2.502678179	2.060856331	5.016496524	2.746740893	84.30131583	41.94437101	20.52199639	59.85940484	5.937073571	1.546202921	0.91251833	0.071939718	0.737942595	6.89E-03	1.81E-02	8.03E-02	0.113771466	9.11E-03	6.050954951	1.33E-02	0.397381658	3.54E-04	9.15E-03	0.026208467	3.431409009	0.185039443	0.815969628	NA	0.442149117	NA	32.01105565
"4D, L1+"	2024	L+	L	4D	1	herbivory	direct	1	1	0	w12	0.020064456	1.999484308	3.329459523	66.0006317	13.6041077	14.70544492	6.762978987	0.723032926	0.498626437	0.546093053	0.413526612	2.280583126	2.755914943	0.677813459	1.611866462	4.125613779	3.027878425	1.706913266	79.3245589	27.38326891	13.47046982	37.44454934	4.48810041	0.581173352	0.323803715	0.048507016	0.248585296	4.27E-03	5.31E-03	3.40E-02	0.143890258	1.45E-02	4.290354937	1.33E-03	0.036793004	5.18E-04	7.69E-03	0.005794701	1.475668153	0.107695496	1.293684318	7.64E-03	0.270514448	NA	25.19337507
