sample_ID	year	genotype_treatment	genotype	pond	block	treatmentpond	Treatment	direct_herbivory	indirect_herbivory	mesh	timepoint	fitness	L-Alanine	L-Arginine	L-Asparagine	L-Aspartic Acid	L-Glutamic acid	L-Glutamine	L-Isoleucine_1	L-Leucine_2	L-Phenylalanine	L-Proline	L-Serine	L-Threonine	L-Tryptophane	L-Valine	Ornithine	Chlorogenic acid	putative Chlorogenic acid Isomer	Cyanidine_3_Glc	Luteoline 8-C-Glc	Apigenine 8-C-Glc	Luteoline 7-O-Glc	Apigenine 7-O-Glc	Glycine	L-Histidine	L-Methionine	L-Tyrosine	Kynurenine	Kynurenic acid	Serotonin_1	Tyramine	Tryptamine	Shikimic acid	Apigenine	Luteoline	Folic acid	Tetrahydrofolic acid	Lactic acid	Malate	Succinic acid	Dopamin	L-DOPA	GABA	Melatonine	Cyanidin_Mal_Glc
"4A, A1-"	2024	A-	A	4A	1	herbivory	indirect	0	1	1	w12	0.028961793	2.242897145	0.413590058	8.926453681	4.128178025	5.008566708	2.992206276	0.707853078	0.631388794	0.352727593	0.422901927	3.043166317	2.518766352	0.313178929	1.112292249	1.145994157	0.845534969	0.40162172	19.40527144	7.729651039	3.383908044	14.16454917	1.903548251	2.152518565	0.489785786	0.028176256	0.319523764	1.00E-02	1.13E-02	1.36E-02	1.78E-02	3.86E-03	1.713846295	2.25E-03	0.052257202	6.99E-04	1.48E-04	0.045560106	1.023573081	0.063340579	0.190384129	3.64E-03	0.09432377	NA	19.91181688
"4A, A1+"	2024	A+	A	4A	1	herbivory	direct	1	1	0	w12	0	5.411418789	1.071568477	7.597742917	2.545171762	3.337909604	2.842368288	0.959890366	1.206640009	0.695042508	1.101203258	10.79126691	4.372992548	0.435286374	1.843770355	3.085674107	0.377933246	0.160122358	NA	2.477610261	0.796316211	4.269673558	0.396603225	7.98615564	1.25576581	0.106435865	0.814448018	6.87E-02	4.94E-02	NA	0.134352806	9.11E-03	0.199416016	3.55E-03	0.025094848	NA	2.17E-03	0.158300749	0.389983869	0.071662778	0.133450184	4.21E-03	0.214290672	NA	6.828101151
"4A, B1-"	2024	B-	B	4A	1	herbivory	indirect	0	1	1	w12	0	18.43909595	4.126759819	11.20716497	14.41949548	13.30629639	6.68364671	3.308249652	4.204644623	2.719045548	5.261551552	42.05216481	17.00614309	1.258084184	5.97076883	17.264402	0.476774751	0.262603997	16.04721372	7.09718451	2.687586989	13.45013662	1.501502879	14.92228046	3.063682072	0.225314451	2.146667746	5.55E-02	3.29E-02	2.37E-02	2.21E-02	1.01E-02	0.703622721	6.36E-03	0.120150542	4.13E-04	NA	0.296078875	0.840491804	0.144277098	0.362266535	1.45E-02	0.179834892	NA	14.42844767
"4A, B1+"	2024	B+	B	4A	1	herbivory	direct	1	1	0	w12	0.047205566	3.298487569	4.078129612	205.3236512	14.45450042	12.01293598	21.29205772	1.251296372	0.979395513	0.697425354	0.501792461	5.769688555	3.706148683	0.984650785	2.252005987	7.042165897	1.158805851	0.974816234	34.03964937	15.45222738	6.572618312	24.96277594	3.784499506	1.965434351	0.512931261	0.064722007	0.354041668	1.12E-02	7.93E-03	0.126646106	0.274158014	5.70E-02	4.101661128	2.37E-03	0.040109076	1.39E-04	1.01E-02	0.018872753	1.91054595	0.124579125	1.967402938	1.47E-02	0.348592898	NA	27.44916142
"4A, C1-"	2024	C-	C	4A	1	herbivory	indirect	0	1	1	w12	-0.024033731	8.267488007	5.879338153	48.09300669	6.729870572	7.353989698	3.878351383	1.6021259	1.277154481	0.853166573	1.5947977	11.85045815	6.239234774	1.010280243	2.807604378	5.696603622	1.658800837	0.783995985	31.56808235	16.19985046	6.111687072	29.62874989	2.886158364	2.621806004	0.949795601	0.034672347	0.41996858	2.71E-02	1.87E-02	8.20E-02	0.340598371	3.93E-02	0.656908924	1.17E-02	0.342756979	NA	8.70E-03	0.031417768	1.152278505	0.085381455	6.19964376	1.15E-02	1.90311636	1.36E-03	24.41373431
"4A, C1+"	2024	C+	C	4A	1	herbivory	direct	1	1	0	w12	0.027060204	10.77213737	11.5283834	250.9044098	18.58519224	12.20860304	20.75238626	2.761945601	2.363581158	1.566995698	2.523006337	24.16327221	10.8019207	1.59718974	4.6984781	14.08734309	1.191937602	0.840876282	40.88418873	15.64596116	7.709300812	28.15631177	4.188297915	5.428410558	1.861815236	0.066663524	0.836268176	5.87E-02	2.10E-02	0.162516721	0.200257499	2.97E-02	1.475517607	1.52E-02	0.396510636	1.25E-04	5.53E-03	0.064712563	1.424598649	0.099165111	1.981552426	2.02E-02	0.82899979	NA	25.05012169
"4A, D1-"	2024	D-	D	4A	1	herbivory	indirect	0	1	1	w12	0	109.4853583	27.0873278	20.30343462	72.54825981	49.86861931	26.82405624	17.09487195	21.74605078	13.16865834	27.51527341	259.9312007	76.75729542	5.758443887	29.64947352	103.9006597	0.497486888	0.212734077	1.925244393	1.780132581	0.408098699	4.907181405	0.501675561	114.0376995	31.14626492	1.284388386	14.32917087	0.227906047	0.272479937	NA	9.78E-02	1.94E-02	0.703101435	1.17E-02	0.08355598	NA	7.76E-03	2.186789997	0.120979077	0.524763116	NA	5.42E-02	0.417987245	NA	0
"4A, D1+"	2024	D+	D	4A	1	herbivory	direct	1	1	0	w12	0	104.8386469	22.41120416	41.68033645	61.61907141	33.01793302	30.08796954	15.09179051	19.27502835	11.9667663	22.94766513	230.9378973	67.97388572	4.52381544	26.32001254	86.54930268	1.069489678	0.319676674	13.94173504	7.118910182	1.432022512	14.83027886	0.965440093	61.71168735	12.72611428	0.528890301	7.438994374	0.331234912	0.204415864	NA	8.53E-02	1.53E-02	0.481500311	1.82E-02	0.211514393	3.22E-03	4.80E-03	1.377281596	0.932845458	0.369414328	0.144546974	2.12E-02	0.404771142	8.86E-02	30.49379151
"4A, E1+"	2024	E+	E	4A	1	herbivory	direct	1	1	0	w12	0	14.06322815	15.04176537	27.36461952	8.578307339	9.092289565	10.37798999	1.999845106	2.535101596	1.566942456	3.501567563	30.35532585	9.957118512	0.725914123	3.910664951	13.45201566	0.298530176	0.101640732	3.047213308	2.893868288	0.762612218	5.433000167	0.416663313	13.07083017	3.404693334	0.132628361	1.23552612	3.19E-02	3.23E-02	0.513982367	0.556622119	3.97E-03	0.367119609	NA	0.021299149	1.83E-03	1.74E-03	0.252619703	0.370797276	0.161505618	7.88E-02	NA	0.126818755	4.07E-03	6.639990099
"4A, F1-"	2024	F-	F	4A	1	herbivory	indirect	0	1	1	w12	0	5.118029781	2.032354305	82.85351342	9.614687656	6.855042726	6.943700643	1.782298679	1.279275845	0.963299618	1.181160296	9.385300896	6.767832051	1.478840801	2.971008154	5.700023746	1.547090481	0.73195247	54.45787268	23.21279632	9.788588357	43.13844124	5.521762669	5.510695092	1.564017401	0.088251126	0.836447095	3.54E-02	1.55E-02	6.68E-02	0.131284039	1.35E-02	2.027658881	1.14E-02	0.255691304	NA	NA	0.118078705	2.110300462	0.123210046	1.093662293	7.72E-03	0.566704481	NA	31.52065953
"4A, F1+"	2024	F+	F	4A	1	herbivory	direct	1	1	0	w12	0	3.929254717	10.51004432	319.767152	18.63655691	11.10627266	24.21285599	1.727130154	1.190734648	0.855531257	0.715531761	6.168735309	5.413783238	1.761464652	3.285466852	10.84610308	2.065327151	1.068423025	69.20872722	24.40867123	10.15119214	44.16430262	6.212027494	5.171759226	2.915264384	0.122060839	1.096765776	1.27E-02	8.37E-03	0.184402405	0.459289	6.68E-02	2.640713847	8.41E-03	0.186312475	NA	1.75E-04	0.113181105	2.367958939	0.118155072	4.610860463	3.95E-02	0.430999032	3.48E-03	37.6975796
"4A, G1-"	2024	G-	G	4A	1	herbivory	indirect	0	1	1	w12	0.036487545	37.29794327	22.13197817	322.6161123	41.69592917	77.33344525	24.55956218	6.938258751	5.564789662	4.246509235	7.126858262	55.87943663	35.4758661	6.380946781	11.64184646	23.16740565	2.944410547	1.17559717	97.75994409	62.66153729	16.54934614	126.0290396	8.560391933	25.90919	7.442357377	0.491199584	3.216510024	0.454432685	0.30487576	0.263278818	0.39482984	0.119769122	5.045054696	1.99E-02	0.727683727	NA	NA	0.477429779	11.87852972	0.662366848	2.929779224	NA	1.415054151	2.26E-02	67.38995916
"4A, H1-"	2024	H-	H	4A	1	herbivory	indirect	0	1	1	w12	0	4.887291215	16.20562612	273.4031357	14.09446905	7.969759873	13.15008084	5.205284734	2.37501751	1.212159018	1.154171216	8.873120981	14.62407854	2.570586812	7.379184974	11.4650503	1.607740727	0.839870387	24.83898239	17.96013868	7.608313865	33.36311426	4.389069643	5.77586264	4.158150517	0.125245237	1.013950348	5.64E-02	1.27E-02	0.326145589	0.424963465	4.16E-02	1.104707226	1.75E-03	0.049833729	2.87E-04	NA	0.108169534	1.826335496	0.11249566	26.8065974	2.33E-02	0.311393583	5.77E-03	16.90065958
"4A, H1+"	2024	H+	H	4A	1	herbivory	direct	1	1	0	w12	0.024514748	6.539759603	12.06406251	293.3222218	18.19596035	9.808642296	20.93306287	3.295630764	2.088723302	1.237033748	1.123126046	14.66346561	9.475134002	1.752969095	4.739645225	11.79453124	1.747164019	0.756793483	29.53999995	17.95814773	7.818763885	33.06711811	4.859192086	5.188787247	2.147166473	0.167864029	0.935518645	0.108460731	3.09E-02	0.108201637	0.373841159	7.03E-02	1.467109325	1.45E-02	0.322304564	NA	NA	0.113632645	1.965606598	0.118595292	2.304122862	NA	1.011343498	NA	22.0782971
"4A, I1+"	2024	I+	I	4A	1	herbivory	direct	1	1	0	w12	-0.014480897	8.178795435	2.413435576	88.46863015	18.32035219	9.307966479	12.77548987	1.564737286	1.720851378	1.308348945	2.085886103	17.62246262	6.17209125	1.235669885	2.739602653	8.492679914	1.271358059	1.012661777	26.01494107	12.11808712	6.29962277	19.7644235	3.11132815	30.75381687	10.28736648	0.131771582	2.799533447	8.28E-02	2.68E-02	4.29E-02	0.227001306	1.69E-02	2.899512619	2.41E-03	0.037266279	NA	NA	0.226951397	1.251735472	0.160177531	8.124278452	7.49E-02	0.490924409	6.00E-03	22.82909121
"4A, J1-"	2024	J-	J	4A	1	herbivory	indirect	0	1	1	w12	-0.059784873	10.72294569	3.387389076	7.062014322	10.3042193	9.330928687	2.749943168	1.860413408	2.381702485	1.923190359	2.730608505	25.34161481	8.694229016	0.946535584	3.064928426	10.45488829	0.767339726	0.293522499	5.431489097	4.201724397	2.206446934	8.599521081	0.87746694	14.31585907	3.196448784	0.104775199	2.602278558	3.65E-02	3.36E-02	3.11E-02	3.29E-02	3.27E-03	0.120117965	4.00E-03	0.05602624	2.31E-03	8.54E-04	0.247470742	0.529529469	0.094365049	0.199683638	1.02E-02	0.199073979	NA	7.554143806
"4A, J1+"	2024	J+	J	4A	1	herbivory	direct	1	1	0	w12	-0.061527378	5.79071284	3.766624047	371.2849899	25.07864431	13.69781139	48.98442738	1.853164362	1.890881989	1.259724994	1.184591593	15.07317777	6.516971766	2.025732949	3.513987949	13.30610717	1.586916958	1.480492611	32.25082514	16.48122884	10.08825643	23.34512617	5.674644383	6.596757464	1.699447818	0.158385379	1.058724563	2.61E-02	1.99E-02	0.207758052	1.106342906	6.38E-02	6.718222607	5.35E-03	0.05021304	2.57E-04	1.58E-02	0.082406656	2.01349006	0.158548554	14.15126536	6.89E-02	0.491740206	NA	23.32232671
"4A, K1-"	2024	K-	K	4A	1	herbivory	indirect	0	1	1	w12	-0.006224856	3.02423902	2.386705736	26.59016791	4.093056786	5.782897174	2.260562113	0.969772218	0.655536999	0.534123267	0.584504004	3.091082526	4.589756645	1.145726353	1.512042243	2.178124166	5.421265474	1.449070549	62.63126892	23.84520256	20.97593887	28.15601818	4.051579305	2.999655103	1.474965117	0.114433873	0.87323589	7.02E-03	2.75E-03	4.18E-02	5.98E-02	7.84E-03	0.737528157	1.31E-03	0.029039474	1.55E-04	2.24E-03	0.04869334	0.782810457	0.056813975	0.478166472	4.18E-03	0.25466593	NA	17.86104934
"4A, K1+"	2024	K+	K	4A	1	herbivory	direct	1	1	0	w12	-0.01588925	1.570933084	2.302497557	46.22300441	3.829498488	4.657193894	2.807540897	0.58539448	0.276300935	0.316397585	0.256179142	1.455126223	3.045925084	0.695609615	1.034163606	1.921831085	4.051869559	1.12758276	54.27875673	19.55522793	17.35736858	22.38694105	3.243531401	0.810508414	0.575775702	0.04555769	0.292787325	6.42E-03	3.00E-03	7.34E-02	0.103570546	2.19E-02	0.701863601	2.02E-03	0.037459485	1.54E-04	2.10E-03	0.012042961	0.563083429	0.045413647	0.516464931	2.87E-03	0.223436031	4.64E-04	19.36607653
"4A, L1-"	2024	L-	L	4A	1	herbivory	indirect	0	1	1	w12	-0.0765543	3.489791828	2.077081664	15.50487139	8.994202106	8.710622909	3.832653764	0.86775192	0.597192623	0.534202531	0.573734636	4.342099753	2.744006373	0.806121904	1.634532415	1.798155871	2.358630442	1.167954288	46.5441658	29.8522662	12.57355211	52.21657676	8.00064041	2.729877342	0.873585542	0.052717921	0.488166823	1.20E-02	9.82E-03	0.11064892	0.113559659	8.76E-03	1.532613565	4.37E-03	0.10332685	NA	9.87E-03	0.050765519	2.499083919	0.101221802	3.173768062	4.81E-03	0.280699773	1.54E-03	16.38903042
"4A, L1+"	2024	L+	L	4A	1	herbivory	direct	1	1	0	w12	0.024192815	3.714975893	2.80882706	160.5701696	12.66333503	9.310418247	16.99459445	1.411383535	1.065301969	0.786018827	0.787842479	6.607578399	4.616801043	1.530570042	2.658562076	7.029395747	2.49459086	1.14716164	38.61390049	22.21080802	10.22162811	36.11160712	5.192289032	4.350362622	1.393884767	0.096261833	0.757533879	2.20E-02	1.34E-02	0.139092844	0.316244742	2.39E-02	2.672730742	4.54E-03	0.103688323	NA	7.87E-03	0.076229642	2.16090001	0.090407316	7.170365266	1.47E-02	0.321555221	3.80E-03	18.93084296
"4A, M1-"	2024	M-	M	4A	1	herbivory	indirect	0	1	1	w12	0	36.33472742	10.63178918	9.877673005	19.92015191	13.70611389	6.89537724	5.673862045	7.610386062	4.808720621	9.278867741	83.80279939	26.24551313	2.560880289	10.11982964	33.69703841	0.840125347	0.145528405	6.773464267	3.755138624	1.841006218	8.259659227	0.692413283	56.77506111	17.93537546	1.000602443	7.473663612	0.155429474	6.12E-02	NA	5.92E-02	5.47E-03	0.149566335	NA	0.052499737	NA	NA	1.166833175	0.213684635	0.146423798	0.186469896	0.11239796	0.245802575	5.01E-02	7.303329071
"4A, N1-"	2024	N-	N	4A	1	herbivory	indirect	0	1	1	w12	-0.049510513	3.770299112	2.629480502	29.54776944	5.618071919	7.823579243	3.943480293	0.898087947	0.630561023	0.613616641	0.737795922	4.842236012	3.889560674	1.203643942	2.376406432	2.671401502	3.705143088	1.026882414	13.20232747	19.79354275	10.12469416	32.90106921	3.673096354	4.226722787	1.178183364	0.062623704	0.588806727	2.56E-02	1.69E-02	0.118284759	0.194232032	4.99E-02	0.767371115	4.00E-03	0.087643168	NA	3.51E-03	0.083122714	1.633986592	0.095261237	0.393440178	1.55E-03	0.394073609	NA	5.405717586
"4A, N1+"	2024	N+	N	4A	1	herbivory	direct	1	1	0	w12	0.049510513	35.09793021	19.11311791	97.26943438	27.43271803	36.44696392	11.39507719	5.909700733	7.625895409	5.036931492	9.320298102	85.76216177	30.80150667	3.217033306	10.63515496	31.00401939	1.294291379	0.451123322	21.89393109	19.21802826	4.781148393	39.37354644	1.851469464	68.63248941	17.42201418	1.111911851	8.226474665	0.175212498	5.45E-02	6.32E-02	0.341951493	7.94E-02	1.319285964	NA	0.117198833	2.70E-03	4.36E-03	1.311014123	2.781617338	0.546969454	1.497042826	NA	0.898796551	NA	33.23295244
"4A, P1-"	2024	P-	P	4A	1	herbivory	indirect	0	1	1	w12	-0.039146534	3.200637842	2.379658985	16.97806042	3.143572162	6.843524575	2.90275104	1.003432058	0.6546967	0.424543524	0.667809741	2.612337271	2.986041135	0.955983847	1.715496534	1.762361283	1.921097751	0.849519224	32.23741431	20.51227282	6.366246999	33.06178772	4.048698662	2.238112645	0.7885087	0.123857782	0.819127958	5.81E-03	3.06E-03	3.70E-02	0.18445711	8.92E-03	0.609339846	2.24E-03	0.04983055	3.07E-04	4.75E-03	0.019535071	1.343335236	0.077823687	3.931095004	3.79E-03	0.233300553	NA	20.20952644
"4A, P1+"	2024	P+	P	4A	1	herbivory	direct	1	1	0	w12	-0.03017528	5.598450059	6.372543201	193.4288167	10.34303603	9.378873911	9.347208979	1.693259109	0.834487452	0.642309881	0.56684969	3.399152696	4.89604162	1.413991151	3.053463653	6.199726241	3.100644796	1.406195123	58.60070183	26.16456032	12.89489485	40.01658728	4.841784098	0.965077502	0.921124581	0.050187929	0.433488162	8.63E-03	3.19E-03	0.202813439	0.583280829	5.46E-02	0.996111171	3.94E-03	0.085263751	1.79E-04	9.30E-03	0.011700951	1.389198577	0.06414456	8.512369467	1.67E-02	0.898826162	NA	24.78237344
"4A, Q1-"	2024	Q-	Q	4A	1	herbivory	indirect	0	1	1	w12	-0.013699146	1.46385061	1.707224655	21.93366406	2.689115736	4.041567363	1.8715647	0.47190901	0.296417465	0.273059268	0.260354258	0.83223231	2.770214383	0.734665552	0.879730137	1.068118667	2.064091159	0.661924019	40.16785833	15.69125127	9.847900053	20.75114409	1.961292074	0.589798563	0.589382441	0.050305636	0.333044317	8.74E-03	5.51E-03	3.00E-02	3.48E-02	4.52E-03	0.458678884	1.12E-03	0.033423166	8.48E-05	1.68E-03	0.008690787	0.642730563	0.047158283	0.27156912	1.79E-03	0.178306382	NA	14.51266969
"4A, Q1+"	2024	Q+	Q	4A	1	herbivory	direct	1	1	0	w12	-0.024339031	1.066920882	3.179893819	126.2768611	6.335822952	4.246807688	6.453738906	0.676794931	0.283320406	0.366165718	0.182384577	1.335850245	3.417934637	1.094923562	1.205370507	3.829887496	2.907911728	1.041339611	66.2321735	22.06661962	15.48546665	28.40194268	2.924727602	0.755813694	0.49160691	0.045651692	0.221971482	9.99E-03	4.14E-03	0.123972307	0.203785879	1.61E-02	0.935403195	9.51E-04	0.030783605	1.54E-04	3.54E-03	0.01460807	0.576121104	0.058589443	1.784504575	4.35E-03	0.152415082	NA	22.82758056
"4A, R1-"	2024	R-	R	4A	1	herbivory	indirect	0	1	1	w12	0.078472306	18.93095175	4.796572707	65.23155742	24.39809373	15.66082354	10.08097574	4.854442627	4.228901277	2.832413068	7.198277112	42.39872023	18.98851886	2.540691723	7.417548438	14.74133484	2.382752226	0.661403556	24.1941886	16.0656989	6.137653521	35.45876957	3.331829094	36.62476825	8.74711631	0.249360458	3.544864815	0.155421906	0.188399246	8.75E-02	0.135712654	2.00E-02	0.54064792	1.86E-02	0.162196698	NA	1.34E-03	0.835193484	2.968309323	0.354979647	1.043369171	5.72E-02	2.528594849	NA	33.4144631
"4A, R1+"	2024	R+	R	4A	1	herbivory	direct	1	1	0	w12	0.057627813	4.134830849	3.135694494	304.7217771	17.82349006	9.101293968	26.15313124	2.155706342	1.675161941	1.125284244	0.743107832	10.16827443	6.693524763	2.115854024	3.986278167	10.30418491	2.125970312	1.018038888	57.01996499	23.72584233	10.90131663	41.83790126	6.24343823	5.422772426	1.640006831	0.116962662	1.149917949	4.17E-02	1.45E-02	0.106443239	0.505197708	7.27E-02	5.073401085	5.65E-03	0.137180824	9.25E-04	9.59E-04	0.091681358	1.96481955	0.111539082	5.467795016	1.38E-02	0.59680247	NA	29.20671589
"4A, S1-"	2024	S-	S	4A	1	herbivory	indirect	0	1	1	w12	0	4.997107324	7.956954163	57.91879304	14.28067901	10.72394807	7.951862772	1.447077875	1.193781443	0.979451612	1.57835774	9.796261083	6.986422827	1.302141717	2.4624361	4.868161486	1.636653116	0.940845408	39.8398978	18.20661238	7.665660221	32.4219594	4.201663474	7.561882093	1.622742478	0.177725495	0.860115213	4.77E-02	5.14E-02	4.24E-02	9.51E-02	1.24E-02	2.145459792	4.52E-03	0.167970895	NA	NA	0.180724207	1.929874919	0.134198959	0.659228059	1.27E-02	0.343662889	NA	23.7514954
"4A, S1+"	2024	S+	S	4A	1	herbivory	direct	1	1	0	w12	-0.013022968	3.191994528	21.83067856	173.5166738	12.73899771	9.500349164	13.8588646	1.616293965	1.097263314	0.737080586	0.498020406	3.614090923	4.934057242	1.477494768	2.762640503	8.108891856	1.240517008	0.625156843	61.78575656	18.57229727	7.991131113	36.32181414	4.435478337	1.745788787	1.011377398	0.085331045	0.659558661	2.68E-02	7.58E-03	3.66E-02	0.280284911	2.25E-02	2.013860344	3.78E-03	0.086508563	6.02E-04	NA	0.035442099	1.512885468	0.075475797	2.735793953	8.96E-03	1.032970361	NA	23.41637571
"4A, T1-"	2024	T-	T	4A	1	herbivory	indirect	0	1	1	w12	0	38.33104637	5.953246223	24.67458394	41.95372581	19.57816297	10.01465709	5.824955463	6.489089825	4.912721072	12.158364	96.41264664	27.00763785	3.518408318	10.21139972	42.04824539	2.673058528	1.47159692	59.33831823	29.72486899	11.39817036	57.98461404	5.641061804	680.5544624	17.57375266	1.082663919	10.66792123	0.224914513	0.228155639	5.15E-02	0.107634799	4.07E-02	1.256162662	2.07E-02	0.668823136	1.01E-02	NA	1.519302443	3.08574854	0.603389654	0.767901361	0.349599654	0.325291208	0.100769559	44.65162328
"4A, T1+"	2024	T+	T	4A	1	herbivory	direct	1	1	0	w12	0	14.55163597	1.52292324	134.440545	36.71772247	46.94850053	45.17211137	1.211037952	0.818717527	1.080071958	1.511210736	14.79261784	7.536284837	1.189388963	2.49660976	5.480528868	4.690625598	2.752981819	54.66088979	38.57168511	20.13536202	53.27608129	12.07165226	4.969035073	1.075199089	0.08668798	0.682143558	2.84E-02	2.98E-02	0.146622849	0.210277205	1.99E-02	5.881531798	2.27E-02	0.324358745	1.48E-04	2.58E-02	0.077441565	3.17486491	0.369107365	5.251811154	1.49E-02	1.666715968	8.80E-03	17.63065119
"4A, U1-"	2024	U-	U	4A	1	herbivory	indirect	0	1	1	w12	0.024755256	14.35907963	5.591540635	26.03032428	31.1359946	16.33154164	12.52437934	3.339609234	3.14750733	2.928325608	4.071007446	31.83692995	15.66111292	2.795435567	5.245514731	11.94287806	3.273324638	1.643148446	86.26687359	43.14953727	20.48127265	84.08839684	9.684850204	51.36754434	11.02857462	0.306627131	4.916783038	0.223319859	0.186308001	0.133312615	0.154450684	1.75E-02	6.781290744	3.77E-02	1.262378065	NA	NA	0.981988018	6.183427705	0.45573035	1.55215044	0.774701636	1.030987522	9.86E-02	80.07920465
"4A, U1+"	2024	U+	U	4A	1	herbivory	direct	1	1	0	w12	-0.024755256	3.966797179	26.89028053	116.9466497	13.83818778	10.19200336	21.98708885	0.786062674	0.656430571	0.839823583	2.579136018	7.123069679	3.411788057	0.891925909	1.466386804	5.669541264	0.781475152	0.435131498	25.24300201	12.47289883	4.936982724	22.28778814	1.895847907	22.30037159	1.398913497	0.174771891	4.954962537	8.01E-02	2.62E-02	0.148630241	0.126337637	2.69E-02	0.853321102	3.89E-03	0.224798727	NA	NA	0.119946157	1.482134551	0.09951764	1.489217907	1.18E-02	0.599750825	1.58E-02	10.66952683
"4A, V1-"	2024	V-	V	4A	1	herbivory	indirect	0	1	1	w12	-0.039236153	28.97431967	7.340088728	205.1495957	43.52815307	41.7636386	20.10422986	7.885080397	6.78182445	4.534460927	5.884931855	51.98477255	30.04920863	5.504820895	14.07424098	22.86491576	4.478600964	1.914318392	81.18494723	48.0815959	22.18676133	93.09963035	13.80581217	38.37527047	9.772925721	0.765496297	4.855890427	0.272189401	0.163933931	0.149509715	0.293248882	3.93E-02	4.528601319	3.37E-02	0.275680095	NA	2.71E-03	0.78279683	3.846933694	0.470682378	1.957115148	NA	0.919949963	NA	70.6076482
"4A, V1+"	2024	V+	V	4A	1	herbivory	direct	1	1	0	w12	-0.006474612	3.633515414	4.454216565	70.95977996	8.837425743	6.133653568	9.143487724	0.906673993	0.81820561	0.643322292	0.875756301	8.869582584	3.951940739	0.872947057	1.57803778	5.605014195	0.813591619	0.444142777	18.45794246	8.94758919	3.617221705	16.86443022	2.020051643	6.927718696	1.73005244	0.075127587	0.878069409	4.63E-02	1.55E-02	2.28E-02	0.250436715	1.45E-02	1.652534451	1.26E-03	0.021508305	NA	NA	0.163529748	1.30339873	0.089536174	1.941405209	9.07E-03	0.210717461	NA	17.36232004
"4A, W1-"	2024	W-	W	4A	1	herbivory	indirect	0	1	1	w12	-0.007145347	3.847881458	17.74295783	123.910585	14.28932032	8.571143338	8.563679389	1.704927441	1.110679606	0.772058676	0.772480397	5.857378022	5.832274675	1.237314847	2.675147089	7.095327088	1.222540189	0.706807398	30.2227134	18.33647776	7.282386812	31.67218773	3.871227431	8.057878797	2.950444512	0.205336822	1.510690544	1.85E-02	1.01E-02	0.120618419	0.170664011	2.34E-02	1.289784857	1.01E-02	0.205441042	NA	5.36E-04	0.13849656	2.046530804	0.118493341	2.643705809	1.73E-02	0.270639031	NA	16.21455975
"4A, W1+"	2024	W+	W	4A	1	herbivory	direct	1	1	0	w12	0	4.150498028	45.13784817	306.9236209	16.83052399	11.08366182	23.65097987	1.325674238	0.839088227	0.81781314	0.901303006	8.576968502	4.82447969	1.248700688	2.315632073	15.54411106	1.553899631	0.875439052	33.00320732	17.8139587	7.036792783	31.90953438	4.138494527	7.641921271	1.994891856	0.081378775	0.83830928	2.94E-02	1.45E-02	6.17E-02	0.438476912	6.19E-02	1.60455131	8.25E-03	0.159582541	4.35E-04	NA	0.115449284	1.455655857	0.108029814	2.673878954	1.92E-02	0.35185084	1.06E-02	17.91455248
"4A, X1-"	2024	X-	X	4A	1	herbivory	indirect	0	1	1	w12	0	33.98858167	11.19998062	141.7684298	37.59058978	29.56048335	11.10074723	5.034650629	4.117805102	3.245599101	8.616555867	77.44242362	25.53564172	2.483029128	9.912094855	26.58318378	1.795147526	0.817859319	45.08983105	27.90325169	12.31183502	52.79769132	5.63863047	81.55370469	19.09601074	0.501877829	8.299736313	0.194474046	0.120824097	0.195529059	0.462861509	8.69E-02	1.733042506	2.50E-02	0.475169376	NA	2.16E-03	2.275160457	2.340671735	0.562372119	1.525799859	7.49E-02	1.600253628	NA	43.9420816
"4A, X1+"	2024	X+	X	4A	1	herbivory	direct	1	1	0	w12	0.050968441	5.217393818	7.161425539	152.8733142	24.29995773	21.00382237	16.0607731	1.488234424	1.250407084	1.033706347	1.070163256	10.93083749	6.774955382	1.389476232	2.7191525	7.910802295	2.329965925	1.781130566	28.06934287	18.31654336	7.556770711	30.34168979	3.950123257	4.651554696	1.267470346	0.08449307	0.813119441	3.15E-02	2.21E-02	0.120236988	0.333842415	2.30E-02	4.473520667	6.77E-03	0.195010752	4.36E-04	9.43E-04	0.078425802	2.559474109	0.151780023	3.321305818	1.25E-02	0.54217053	NA	17.12546766
"4B, A1-"	2024	A-	A	4B	1	control	noindirect	0	0	1	w12	0.071785073	0.956944212	0.347933963	2.433641037	4.477136991	6.095111245	1.601460977	0.25825653	0.142656344	0.244970527	0.221977864	1.27669202	1.025061065	0.319069471	0.571826417	0.2547701	2.077055173	0.735276067	50.29082638	18.56411206	8.400869295	27.52902103	2.633174167	0.617015099	0.226049214	0.020901647	0.162193279	3.44E-03	3.96E-03	2.91E-02	3.88E-02	2.56E-03	1.71700535	2.71E-03	0.072261288	3.89E-04	3.96E-03	0.009411533	1.248787219	0.062833886	0.627889125	2.74E-03	0.11872023	NA	24.44723947
