name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Telopea speciosissima	54955	S	6149	761	6910	0.00606
Macadamia integrifolia	60698	S	4984	830	5814	0.00510
Papaver somniferum	3469	S	7828	241	8069	0.00708
Magnolia sinica	86752	S	7240	302	7542	0.00662
Nymphaea colorata	210225	S	4286	473	4759	0.00418
Cryptomeria japonica	3369	S	26262	4263	30525	0.02678
Physcomitrium patens	3218	S	3648	27	3675	0.00322
Roya obtusa	104537	S	55	63	118	0.00010
Cylindrocystis brebissonii	102167	S	44	11	55	0.00005
Netrium digitus	43946	S	23	7	30	0.00003
Spirogyra maxima	3180	S	17	5	22	0.00002
Zygnema circumcarinatum	35869	S	16	3	19	0.00002
Closterium baillyanum	1416941	S	68	32	100	0.00009
Cosmarium botrytis	33101	S	25	24	49	0.00004
Coleochaete scutata	3125	S	146	11	157	0.00014
Chaetosphaeridium globosum	96477	S	77	15	92	0.00008
Chara vulgaris	55564	S	118	77	195	0.00017
Mesostigma viride	41882	S	175	100	275	0.00024
Interfilum terricola	163310	S	113	145	258	0.00023
Entransia fimbriata	130991	S	50	4	54	0.00005
Chlorokybus atmophyticus	3144	S	118	39	157	0.00014
Chlamydomonas reinhardtii	3055	S	10404	664	11068	0.00971
Chlamydomonas leiostraca	1034604	S	169	147	316	0.00028
Chlamydomonas moewusii	3054	S	14	0	14	0.00001
Oogamochlamys gigantea	158507	S	66	12	78	0.00007
Carteria cerasiformis	69401	S	51	3	54	0.00005
Polytoma uvella	40532	S	10	0	10	0.00001
Volvox carteri	3067	S	1177	71	1248	0.00109
Volvox africanus	51714	S	44	54	98	0.00009
Gonium pectorale	33097	S	185	286	471	0.00041
Yamagishiella unicocca	51707	S	167	211	378	0.00033
Colemanosphaera angeleri	1454018	S	105	143	248	0.00022
Pleodorina starrii	330485	S	34	35	69	0.00006
Chlorococcum tatrense	915274	S	500	212	712	0.00062
Haematococcus lacustris	44745	S	406	7	413	0.00036
Spermatozopsis similis	3192	S	147	129	276	0.00024
Hafniomonas laevis	436124	S	138	6	144	0.00013
Dunaliella salina	3046	S	116	22	138	0.00012
Phacotus lenticularis	52965	S	172	55	227	0.00020
Characiochloris acuminata	167768	S	99	64	163	0.00014
Pleurastrum terricola	34116	S	76	8	84	0.00007
Pseudopediastrum sp. CL0201VA	2184484	S	102	142	244	0.00021
Lacunastrum gracillimum	427913	S	141	65	206	0.00018
Hydrodictyon reticulatum	3107	S	80	84	164	0.00014
Pediastrum duplex	3105	S	27	14	41	0.00004
Pediastrum angulosum	271408	S	23	15	38	0.00003
Stauridium tetras	271398	S	42	18	60	0.00005
Bracteacoccus aerius	50041	S	199	135	334	0.00029
Bracteacoccus giganteus	50039	S	51	28	79	0.00007
Bracteacoccus minor	50037	S	30	18	48	0.00004
Tetradesmus obliquus	3088	S	115	72	187	0.00016
Pectinodesmus pectinatus	91197	S	114	45	159	0.00014
Coelastrella saipanensis	152631	S	69	25	94	0.00008
Chlorotetraedron incus	162317	S	203	69	272	0.00024
Neochloris aquatica	3099	S	115	12	127	0.00011
Monoraphidium neglectum	145388	S	132	130	262	0.00023
Kirchneriella aperta	117505	S	128	42	170	0.00015
Mychonastes homosphaera	31300	S	108	116	224	0.00020
Mychonastes jurisii	797708	S	23	34	57	0.00005
Chromochloris zofingiensis	31302	S	171	63	234	0.00021
Ankyra judayi	52688	S	131	152	283	0.00025
Parallela transversalis	163324	S	34	0	34	0.00003
Pseudomuriella schumacherensis	889459	S	120	75	195	0.00017
Neocystis brevis	1065496	S	43	29	72	0.00006
Aphanochaete elegans	764105	S	138	55	193	0.00017
Aphanochaete confervicola	764104	S	47	18	65	0.00006
Schizomeris leibleinii	104533	S	166	34	200	0.00018
Chaetophoropsis polyrhiza	2079440	S	78	15	93	0.00008
Stigeoclonium helveticum	55999	S	25	4	29	0.00003
Uronema confervicola	764120	S	90	26	116	0.00010
Floydiella terrestris	51328	S	130	2	132	0.00012
Oedogonium cardiacum	55995	S	69	13	82	0.00007
Oedocladium carolinianum	55992	S	23	3	26	0.00002
Chlorosarcinopsis eremi	332213	S	309	109	418	0.00037
Treubaria triappendiculata	1755147	S	91	25	116	0.00010
Jenufa perforata	993091	S	44	2	46	0.00004
Jenufa minuta	993092	S	41	14	55	0.00005
Microspora stagnorum	163317	S	34	0	34	0.00003
Chlorella variabilis	554065	S	174	74	248	0.00022
Chlorella vulgaris	3077	S	155	46	201	0.00018
Chlorella heliozoae	554066	S	71	48	119	0.00010
Chlorella sorokiniana	3076	S	66	32	98	0.00009
Micractinium conductrix	554055	S	85	54	139	0.00012
Micractinium variabile	2726146	S	23	1	24	0.00002
Prototheca wickerhamii	3111	S	130	19	149	0.00013
Prototheca cutis	575411	S	125	26	151	0.00013
Prototheca ciferrii	1973153	S	20	19	39	0.00003
Prototheca bovis	2509265	S	11	10	21	0.00002
Auxenochlorella protothecoides	3075	S	137	32	169	0.00015
Pseudochloris wilhelmii	1418016	S	115	90	205	0.00018
Parachlorella kessleri	3074	S	83	111	194	0.00017
Pseudochlorella signiensis	173497	S	64	99	163	0.00014
Helicosporidium sp. ex Simulium jonesi	145475	S	54	0	54	0.00005
Marvania geminata	97105	S	52	35	87	0.00008
Geminella minor	163309	S	37	149	186	0.00016
Dicloster acuatus	91190	S	28	19	47	0.00004
Binuclearia lauterbornii	3087189	S	68	104	172	0.00015
Trebouxia lynnae	1825957	S	130	22	152	0.00013
Myrmecia israelensis	3171	S	126	58	184	0.00016
Parietochloris pseudoalveolaris	3102	S	78	73	151	0.00013
Lobosphaera incisa	312850	S	58	15	73	0.00006
Edaphochlorella mirabilis	3083	S	181	220	401	0.00035
Stichococcus bacillaris	37433	S	111	35	146	0.00013
Koliella longiseta	33092	S	72	108	180	0.00016
Koliella corcontica	155904	S	33	17	50	0.00004
Choricystis parasitica	41300	S	194	88	282	0.00025
Botryococcus braunii	38881	S	70	11	81	0.00007
Coccomyxa subellipsoidea	248742	S	30	19	49	0.00004
Elliptochloris bilobata	381761	S	14	3	17	0.00001
Xylochloris irregularis	480381	S	57	11	68	0.00006
Microthamnion kuetzingianum	34148	S	172	63	235	0.00021
Fusochloris perforata	106203	S	42	14	56	0.00005
Jaagichlorella roystonensis	1052852	S	53	0	53	0.00005
Jaagichlorella hainangensis	445995	S	35	0	35	0.00003
Watanabea reniformis	191674	S	68	14	82	0.00007
Trebouxiophyceae sp. MX-AZ01	1208065	S	46	6	52	0.00005
Scherffelia dubia	3190	S	123	76	199	0.00017
Micromonas commoda	296587	S	3461	239	3700	0.00325
Micromonas pusilla	38833	S	2050	81	2131	0.00187
Ostreococcus tauri	70448	S	665	49	714	0.00063
Ostreococcus sp. 'lucimarinus'	242159	S	606	36	642	0.00056
Bathycoccus prasinos	41875	S	370	13	383	0.00034
Monomastix sp. OKE-1	141716	S	184	22	206	0.00018
Microrhizoidea pickettheapsiorum	2604950	S	37	1	38	0.00003
Codium fragile	3133	S	509	0	509	0.00045
Codium simulans	589376	S	54	4	58	0.00005
Codium arabicum	221038	S	40	3	43	0.00004
Bryopsis sp. HV04063	1979421	S	195	70	265	0.00023
Bryopsis hypnoides	222885	S	37	20	57	0.00005
Bryopsis plumosa	3130	S	24	16	40	0.00004
Lambia antarctica	101717	S	271	58	329	0.00029
Pedobesia claviformis	2364088	S	33	4	37	0.00003
Boodleopsis pusilla	381415	S	85	6	91	0.00008
Boodleopsis sp. H.0758	2320802	S	49	5	54	0.00005
Rhipilia penicilloides	1979422	S	21	0	21	0.00002
Tydemania expeditionis	325645	S	71	9	80	0.00007
Chlorodesmis fastigiata	189431	S	17	16	33	0.00003
Glaukea argentea	2894057	S	13	12	25	0.00002
Rhipiliopsis peltata	2320810	S	47	2	49	0.00004
Callipsygma wilsonis	2320807	S	13	0	13	0.00001
Pseudocodium devriesii	453070	S	40	2	42	0.00004
Caulerpa verticillata	177082	S	112	11	123	0.00011
Caulerpa manorensis	717648	S	69	89	158	0.00014
Caulerpa lentillifera	148947	S	19	1	20	0.00002
Caulerpa cliftonii	1004391	S	19	1	20	0.00002
Ostreobium quekettii	121088	S	33	0	33	0.00003
Tupiella akineta	160070	S	441	72	513	0.00045
Gloeotilopsis sterilis	160069	S	85	287	372	0.00033
Capsosiphon fulvescens	205396	S	68	40	108	0.00009
Sarcinofilum mucosum	141643	S	113	24	137	0.00012
Hazenia capsulata	2202518	S	55	18	73	0.00006
Ulva australis	111616	S	20	187	207	0.00018
Ulva fenestrata	83795	S	14	28	42	0.00004
Ulva rigida	75689	S	12	12	24	0.00002
Pseudoneochloris marina	44573	S	123	106	229	0.00020
Blidingia minima	63414	S	70	3	73	0.00006
Neodangemannia microcystis	173495	S	167	33	200	0.00018
Oltmannsiellopsis viridis	51324	S	243	150	393	0.00034
Chloropicon mariensis	1606511	S	119	103	222	0.00019
Chloropicon maureeniae	1461542	S	89	33	122	0.00011
Chloropicon roscoffensis	1461544	S	82	84	166	0.00015
Chloropicon laureae	464258	S	70	66	136	0.00012
Chloropicon sieburthii	1764286	S	24	27	51	0.00004
Chloropicon primus	1764295	S	16	8	24	0.00002
Chloroparvula japonica	1411623	S	90	32	122	0.00011
Chloroparvula pacifica	1883388	S	60	52	112	0.00010
Pyramimonas parkeae	36894	S	200	184	384	0.00034
Cymbomonas tetramitiformis	36881	S	130	70	200	0.00018
Pedinomonas minor	3159	S	184	248	432	0.00038
Pedinomonas tuberculata	160064	S	126	101	227	0.00020
Nephroselmis olivacea	31312	S	146	30	176	0.00015
Nephroselmis astigmatica	259378	S	26	12	38	0.00003
Nephroselmis pyriformis	156128	S	10	6	16	0.00001
Picocystis salinarum	88271	S	162	105	267	0.00023
Palmophyllum crassum	1615899	S	109	36	145	0.00013
Pycnococcus provasolii	41880	S	37	4	41	0.00004
Prasinoderma coloniale	156133	S	193	23	216	0.00019
Cyanidioschyzon merolae	45157	S	360	0	360	0.00032
