name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Vigna radiata	157791	S	13198	3468	16666	0.00917
Vigna unguiculata	3917	S	12137	7218	19355	0.01065
Vigna angularis	3914	S	8423	2989	11412	0.00628
Glycine soja	3848	S	3277	9835	13112	0.00722
Glycine max	3847	S	3002	10766	13768	0.00758
Cajanus cajan	3821	S	13877	3067	16944	0.00933
Phaseolus vulgaris	3885	S	10254	2294	12548	0.00691
Pisum sativum	3888	S	21249	4144	25393	0.01398
Vicia villosa	3911	S	18598	3317	21915	0.01206
Medicago truncatula	3880	S	6966	1247	8213	0.00452
Trifolium pratense	57577	S	5966	6328	12294	0.00677
Cicer arietinum	3827	S	10950	5398	16348	0.00900
Lotus japonicus	34305	S	5644	1161	6805	0.00375
Arachis hypogaea	3818	S	9824	19836	29660	0.01632
Arachis stenosperma	217475	S	9293	4053	13346	0.00735
Arachis duranensis	130453	S	3822	4485	8307	0.00457
Arachis ipaensis	130454	S	1083	9014	10097	0.00556
Lupinus angustifolius	3871	S	10147	3427	13574	0.00747
Malus domestica	3750	S	2590	2700	5290	0.00291
Malus sylvestris	3752	S	2411	3316	5727	0.00315
Pyrus communis	23211	S	4956	1574	6530	0.00359
Prunus mume	102107	S	2492	1231	3723	0.00205
Prunus persica	3760	S	1906	1362	3268	0.00180
Prunus dulcis	3755	S	1483	1034	2517	0.00139
Rosa chinensis	74649	S	3739	743	4482	0.00247
Rosa rugosa	74645	S	2784	815	3599	0.00198
Argentina anserina	57926	S	2179	1286	3465	0.00191
Fragaria vesca	57918	S	2008	909	2917	0.00161
Humulus lupulus	3486	S	21668	10802	32470	0.01787
Cannabis sativa	3483	S	10305	1928	12233	0.00673
Ziziphus jujuba	326968	S	9364	6742	16106	0.00886
Hevea brasiliensis	3981	S	20555	3758	24313	0.01338
Manihot esculenta	3983	S	11735	5383	17118	0.00942
Mercurialis annua	3986	S	7143	7108	14251	0.00784
Ricinus communis	3988	S	6898	2651	9549	0.00526
Euphorbia lathyris	212925	S	9642	1673	11315	0.00623
Populus nigra	3691	S	7818	25590	33408	0.01839
Populus trichocarpa	3694	S	6579	2567	9146	0.00503
Juglans regia	51240	S	7099	5060	12159	0.00669
Juglans microcarpa x Juglans regia	2249226	S	6998	3006	10004	0.00551
Carya illinoinensis	32201	S	8636	4458	13094	0.00721
Quercus lobata	97700	S	8813	5544	14357	0.00790
Quercus robur	38942	S	8020	10191	18211	0.01002
Alnus glutinosa	3517	S	7939	9135	17074	0.00940
Corylus avellana	13451	S	5664	1079	6743	0.00371
Benincasa hispida	102211	S	13860	977	14837	0.00817
Cucumis melo	3656	S	6610	36551	43161	0.02376
Cucumis sativus	3659	S	5544	1091	6635	0.00365
Cucurbita pepo	3663	S	4487	1386	5873	0.00323
Tripterygium wilfordii	458696	S	3037	2238	5275	0.00290
Gossypium hirsutum	3635	S	14090	9633	23723	0.01306
Gossypium arboreum	29729	S	7548	5180	12728	0.00701
Gossypium raimondii	29730	S	6587	4093	10680	0.00588
Theobroma cacao	3641	S	5034	471	5505	0.00303
Brassica napus	3708	S	5018	20749	25767	0.01418
Brassica oleracea	3712	S	2181	2528	4709	0.00259
Brassica rapa	3711	S	1662	3535	5197	0.00286
Raphanus sativus	3726	S	5455	18111	23566	0.01297
Camelina sativa	90675	S	8786	762	9548	0.00526
Arabidopsis thaliana	3702	S	1511	367	1878	0.00103
Eucalyptus grandis	71139	S	7024	5183	12207	0.00672
Rhodamnia argentea	178133	S	3781	976	4757	0.00262
Punica granatum	22663	S	4275	1416	5691	0.00313
Mangifera indica	29780	S	6651	2693	9344	0.00514
Citrus sinensis	2711	S	5082	2217	7299	0.00402
Vitis vinifera	29760	S	5571	5966	11537	0.00635
Vitis riparia	96939	S	5541	4956	10497	0.00578
Solanum lycopersicum	4081	S	14344	31831	46175	0.02541
Solanum pennellii	28526	S	13257	4211	17468	0.00961
Solanum stenotomum	172797	S	8353	1471	9824	0.00541
Solanum dulcamara	45834	S	8266	5631	13897	0.00765
Capsicum annuum	4072	S	28943	1961	30904	0.01701
Lycium barbarum	112863	S	9117	2354	11471	0.00631
Lycium ferocissimum	112874	S	8705	3009	11714	0.00645
Nicotiana sylvestris	4096	S	10363	2525	12888	0.00709
Nicotiana attenuata	49451	S	10333	4174	14507	0.00798
