name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Vigna radiata	157791	S	9274	2393	11667	0.00695
Vigna unguiculata	3917	S	8184	4856	13040	0.00777
Vigna angularis	3914	S	5947	2193	8140	0.00485
Glycine soja	3848	S	2563	7009	9572	0.00570
Glycine max	3847	S	2152	7090	9242	0.00551
Cajanus cajan	3821	S	10044	2159	12203	0.00727
Phaseolus vulgaris	3885	S	6812	1459	8271	0.00493
Pisum sativum	3888	S	16439	3354	19793	0.01179
Vicia villosa	3911	S	12537	2348	14885	0.00887
Medicago truncatula	3880	S	5150	915	6065	0.00361
Trifolium pratense	57577	S	4226	4482	8708	0.00519
Cicer arietinum	3827	S	6893	3323	10216	0.00609
Lotus japonicus	34305	S	4793	980	5773	0.00344
Arachis hypogaea	3818	S	6673	13411	20084	0.01197
Arachis stenosperma	217475	S	6255	2679	8934	0.00532
Arachis duranensis	130453	S	2613	2998	5611	0.00334
Arachis ipaensis	130454	S	872	7269	8141	0.00485
Lupinus angustifolius	3871	S	8649	2987	11636	0.00693
Malus domestica	3750	S	2273	2318	4591	0.00274
Malus sylvestris	3752	S	2106	2846	4952	0.00295
Pyrus communis	23211	S	4086	1273	5359	0.00319
Prunus mume	102107	S	2247	1017	3264	0.00194
Prunus persica	3760	S	2026	1315	3341	0.00199
Prunus dulcis	3755	S	1468	911	2379	0.00142
Rosa chinensis	74649	S	3334	702	4036	0.00240
Rosa rugosa	74645	S	2791	871	3662	0.00218
Argentina anserina	57926	S	2251	1380	3631	0.00216
Fragaria vesca	57918	S	1906	857	2763	0.00165
Humulus lupulus	3486	S	17312	8811	26123	0.01556
Cannabis sativa	3483	S	7706	1369	9075	0.00541
Ziziphus jujuba	326968	S	6473	4718	11191	0.00667
Juglans microcarpa x Juglans regia	2249226	S	5920	2383	8303	0.00495
Juglans regia	51240	S	5882	3977	9859	0.00587
Carya illinoinensis	32201	S	6897	3538	10435	0.00622
Quercus lobata	97700	S	7303	4266	11569	0.00689
Quercus robur	38942	S	7171	8999	16170	0.00963
Alnus glutinosa	3517	S	5975	6937	12912	0.00769
Corylus avellana	13451	S	5825	1089	6914	0.00412
Hevea brasiliensis	3981	S	13666	2331	15997	0.00953
Manihot esculenta	3983	S	7515	3500	11015	0.00656
Ricinus communis	3988	S	4577	1638	6215	0.00370
Mercurialis annua	3986	S	4445	4469	8914	0.00531
Euphorbia lathyris	212925	S	7158	1240	8398	0.00500
Populus trichocarpa	3694	S	5524	2072	7596	0.00453
Populus nigra	3691	S	5384	18216	23600	0.01406
Benincasa hispida	102211	S	9514	637	10151	0.00605
Cucumis melo	3656	S	4772	25831	30603	0.01823
Cucumis sativus	3659	S	3886	764	4650	0.00277
Cucurbita pepo	3663	S	4161	1291	5452	0.00325
Tripterygium wilfordii	458696	S	2579	1969	4548	0.00271
Gossypium hirsutum	3635	S	10152	6709	16861	0.01005
Gossypium arboreum	29729	S	5197	3424	8621	0.00514
Gossypium raimondii	29730	S	4368	2599	6967	0.00415
Theobroma cacao	3641	S	3526	313	3839	0.00229
Brassica napus	3708	S	3970	16077	20047	0.01194
Brassica oleracea	3712	S	1681	1860	3541	0.00211
Brassica rapa	3711	S	1299	2669	3968	0.00236
Raphanus sativus	3726	S	4311	13228	17539	0.01045
Camelina sativa	90675	S	7406	691	8097	0.00482
Arabidopsis thaliana	3702	S	1246	288	1534	0.00091
Eucalyptus grandis	71139	S	6777	4636	11413	0.00680
Rhodamnia argentea	178133	S	3434	839	4273	0.00255
Punica granatum	22663	S	3978	1265	5243	0.00312
Mangifera indica	29780	S	4989	2181	7170	0.00427
Citrus sinensis	2711	S	3813	1526	5339	0.00318
Vitis riparia	96939	S	4191	3498	7689	0.00458
Vitis vinifera	29760	S	4005	4103	8108	0.00483
Solanum lycopersicum	4081	S	13108	28888	41996	0.02502
Solanum pennellii	28526	S	11266	3610	14876	0.00886
Solanum dulcamara	45834	S	6499	4443	10942	0.00652
Solanum stenotomum	172797	S	6373	1042	7415	0.00442
Capsicum annuum	4072	S	22352	1476	23828	0.01420
Lycium barbarum	112863	S	8922	2198	11120	0.00663
Lycium ferocissimum	112874	S	7759	2547	10306	0.00614
Nicotiana attenuata	49451	S	9643	3676	13319	0.00794
Nicotiana sylvestris	4096	S	8959	2043	11002	0.00656
Nicotiana tomentosiformis	4098	S	8063	1717	9780	0.00583
Ipomoea triloba	35885	S	4661	2192	6853	0.00408
Salvia miltiorrhiza	226208	S	5832	866	6698	0.00399
Salvia hispanica	49212	S	3185	838	4023	0.00240
Salvia splendens	180675	S	6725	1236	7961	0.00474
Olea europaea	4146	S	9535	790	10325	0.00615
Sesamum indicum	4182	S	4170	725	4895	0.00292
Coffea arabica	13443	S	4562	1817	6379	0.00380
Coffea eugenioides	49369	S	1878	1828	3706	0.00221
Rutidosis leptorrhynchoides	125765	S	17717	8251	25968	0.01547
Helianthus annuus	4232	S	15988	1823	17811	0.01061
Erigeron canadensis	72917	S	4405	825	5230	0.00312
Lactuca sativa	4236	S	13290	3919	17209	0.01025
Cynara cardunculus	4265	S	6166	858	7024	0.00419
Daucus carota	4039	S	3851	884	4735	0.00282
Actinidia eriantha	165200	S	9948	1024	10972	0.00654
Impatiens glandulifera	253017	S	9841	2891	12732	0.00759
Diospyros lotus	55363	S	8927	1224	10151	0.00605
Rhododendron vialii	182163	S	5252	1060	6312	0.00376
Malania oleifera	397392	S	16964	3233	20197	0.01203
Beta vulgaris	161934	S	6326	2308	8634	0.00514
Spinacia oleracea	3562	S	5244	24299	29543	0.01760
Amaranthus tricolor	29722	S	4817	20010	24827	0.01479
Triticum aestivum	4565	S	22936	24991	47927	0.02856
Triticum dicoccoides	85692	S	13327	12974	26301	0.01567
Triticum urartu	4572	S	11733	7127	18860	0.01124
Aegilops tauschii	37682	S	7133	8311	15444	0.00920
Hordeum vulgare	4513	S	22298	12534	34832	0.02075
Lolium rigidum	89674	S	10070	2759	12829	0.00764
Lolium perenne	4522	S	7977	4807	12784	0.00762
Brachypodium distachyon	15368	S	4198	776	4974	0.00296
Oryza brachyantha	4533	S	5986	1462	7448	0.00444
Oryza sativa	4530	S	4476	12090	16566	0.00987
Oryza glaberrima	4538	S	3462	3634	7096	0.00423
Miscanthus floridulus	154761	S	16294	3654	19948	0.01189
Zea mays	4577	S	11073	5521	16594	0.00989
Sorghum bicolor	4558	S	6959	4689	11648	0.00694
Panicum virgatum	38727	S	14099	3069	17168	0.01023
Panicum hallii	206008	S	6611	1577	8188	0.00488
Setaria italica	4555	S	1925	3115	5040	0.00300
Setaria viridis	4556	S	1869	2951	4820	0.00287
Phragmites australis	29695	S	8014	2398	10412	0.00620
Ananas comosus	4615	S	6705	2404	9109	0.00543
Zingiber officinale	94328	S	14878	659	15537	0.00926
Musa acuminata	4641	S	8192	21317	29509	0.01758
Elaeis guineensis	51953	S	12818	2062	14880	0.00887
Phoenix dactylifera	42345	S	6129	1708	7837	0.00467
Asparagus officinalis	4686	S	7161	860	8021	0.00478
Dioscorea cayenensis	29710	S	5486	652	6138	0.00366
Telopea speciosissima	54955	S	8830	1270	10100	0.00602
Macadamia integrifolia	60698	S	8689	1653	10342	0.00616
Magnolia sinica	86752	S	10951	528	11479	0.00684
Papaver somniferum	3469	S	10930	402	11332	0.00675
Nymphaea colorata	210225	S	4703	591	5294	0.00315
Cryptomeria japonica	3369	S	30238	3525	33763	0.02012
Physcomitrium patens	3218	S	4604	52	4656	0.00277
Roya obtusa	104537	S	105	86	191	0.00011
Cylindrocystis brebissonii	102167	S	15	3	18	0.00001
Netrium digitus	43946	S	47	9	56	0.00003
Zygnema circumcarinatum	35869	S	40	9	49	0.00003
Spirogyra maxima	3180	S	20	5	25	0.00001
Cosmarium botrytis	33101	S	57	46	103	0.00006
Staurastrum punctulatum	102822	S	12	7	19	0.00001
Closterium baillyanum	1416941	S	35	7	42	0.00003
Coleochaete scutata	3125	S	141	15	156	0.00009
Chaetosphaeridium globosum	96477	S	52	16	68	0.00004
Chara vulgaris	55564	S	26	20	46	0.00003
Chlorokybus atmophyticus	3144	S	266	126	392	0.00023
Mesostigma viride	41882	S	131	101	232	0.00014
Entransia fimbriata	130991	S	75	8	83	0.00005
Interfilum terricola	163310	S	51	157	208	0.00012
Chlamydomonas reinhardtii	3055	S	54637	8096	62733	0.03738
Chlamydomonas leiostraca	1034604	S	366	278	644	0.00038
Chlamydomonas moewusii	3054	S	39	0	39	0.00002
Oogamochlamys gigantea	158507	S	452	101	553	0.00033
Carteria cerasiformis	69401	S	349	25	374	0.00022
Polytoma uvella	40532	S	18	0	18	0.00001
Volvox carteri	3067	S	7652	1084	8736	0.00521
Volvox africanus	51714	S	148	212	360	0.00021
Gonium pectorale	33097	S	365	626	991	0.00059
Colemanosphaera angeleri	1454018	S	243	394	637	0.00038
Pleodorina starrii	330485	S	132	158	290	0.00017
Yamagishiella unicocca	51707	S	120	165	285	0.00017
Chlorococcum tatrense	915274	S	1174	429	1603	0.00096
Spermatozopsis similis	3192	S	258	148	406	0.00024
Dunaliella salina	3046	S	227	43	270	0.00016
Hafniomonas laevis	436124	S	131	7	138	0.00008
Haematococcus lacustris	44745	S	571	15	586	0.00035
Characiochloris acuminata	167768	S	304	186	490	0.00029
Phacotus lenticularis	52965	S	303	86	389	0.00023
Pleurastrum terricola	34116	S	73	8	81	0.00005
Pediastrum duplex	3105	S	214	109	323	0.00019
Pediastrum angulosum	271408	S	84	50	134	0.00008
Pseudopediastrum sp. CL0201VA	2184484	S	77	62	139	0.00008
Pseudopediastrum integrum	271402	S	52	67	119	0.00007
Pseudopediastrum boryanum	55410	S	40	46	86	0.00005
Stauridium tetras	271398	S	91	49	140	0.00008
Lacunastrum gracillimum	427913	S	27	13	40	0.00002
Hydrodictyon reticulatum	3107	S	18	25	43	0.00003
Tetradesmus obliquus	3088	S	160	104	264	0.00016
Coelastrella saipanensis	152631	S	141	53	194	0.00012
Pectinodesmus pectinatus	91197	S	85	38	123	0.00007
Chlorotetraedron incus	162317	S	233	93	326	0.00019
Neochloris aquatica	3099	S	196	22	218	0.00013
Bracteacoccus aerius	50041	S	158	73	231	0.00014
Bracteacoccus minor	50037	S	95	41	136	0.00008
Bracteacoccus giganteus	50039	S	76	29	105	0.00006
Kirchneriella aperta	117505	S	164	46	210	0.00013
Monoraphidium neglectum	145388	S	101	90	191	0.00011
Ankistrodesmus falcatus	52960	S	81	0	81	0.00005
Chromochloris zofingiensis	31302	S	298	100	398	0.00024
Pseudomuriella schumacherensis	889459	S	282	131	413	0.00025
Parallela transversalis	163324	S	131	1	132	0.00008
Ankyra judayi	52688	S	107	84	191	0.00011
Neocystis brevis	1065496	S	221	112	333	0.00020
Mychonastes homosphaera	31300	S	120	57	177	0.00011
Mychonastes jurisii	797708	S	35	25	60	0.00004
Oedocladium carolinianum	55992	S	12386	3599	15985	0.00952
Oedogonium cardiacum	55995	S	8827	3053	11880	0.00708
Aphanochaete confervicola	764104	S	5009	1218	6227	0.00371
Aphanochaete elegans	764105	S	1668	465	2133	0.00127
Chaetophoropsis polyrhiza	2079440	S	3676	442	4118	0.00245
Stigeoclonium helveticum	55999	S	602	69	671	0.00040
Schizomeris leibleinii	104533	S	696	62	758	0.00045
Uronema confervicola	764120	S	604	97	701	0.00042
Floydiella terrestris	51328	S	92	1	93	0.00006
Chlorosarcinopsis eremi	332213	S	497	106	603	0.00036
Jenufa perforata	993091	S	259	9	268	0.00016
Jenufa minuta	993092	S	48	12	60	0.00004
Treubaria triappendiculata	1755147	S	118	18	136	0.00008
Microspora stagnorum	163317	S	22	0	22	0.00001
Micractinium conductrix	554055	S	828	474	1302	0.00078
Micractinium variabile	2726146	S	34	0	34	0.00002
Chlorella vulgaris	3077	S	196	58	254	0.00015
Chlorella variabilis	554065	S	147	63	210	0.00013
Chlorella sorokiniana	3076	S	104	53	157	0.00009
Chlorella heliozoae	554066	S	49	34	83	0.00005
Prototheca wickerhamii	3111	S	48	12	60	0.00004
Prototheca bovis	2509265	S	25	69	94	0.00006
Prototheca ciferrii	1973153	S	22	62	84	0.00005
Prototheca stagnorum	215448	S	18	0	18	0.00001
Auxenochlorella protothecoides	3075	S	191	53	244	0.00015
Pseudochlorella signiensis	173497	S	122	141	263	0.00016
Helicosporidium sp. ex Simulium jonesi	145475	S	100	0	100	0.00006
Dicloster acuatus	91190	S	84	80	164	0.00010
Geminella minor	163309	S	60	344	404	0.00024
Pseudochloris wilhelmii	1418016	S	55	61	116	0.00007
Parachlorella kessleri	3074	S	54	97	151	0.00009
Marvania geminata	97105	S	35	25	60	0.00004
Binuclearia lauterbornii	3087189	S	71	110	181	0.00011
Botryococcus braunii	38881	S	245	79	324	0.00019
Coccomyxa subellipsoidea	248742	S	83	43	126	0.00008
Elliptochloris bilobata	381761	S	13	3	16	0.00001
Choricystis parasitica	41300	S	180	61	241	0.00014
Xylochloris irregularis	480381	S	117	25	142	0.00008
Lobosphaera incisa	312850	S	291	79	370	0.00022
Myrmecia israelensis	3171	S	105	53	158	0.00009
Symbiochloris handae	1853882	S	103	4	107	0.00006
Parietochloris pseudoalveolaris	3102	S	82	77	159	0.00009
Trebouxia lynnae	1825957	S	80	13	93	0.00006
Koliella corcontica	155904	S	150	92	242	0.00014
Koliella longiseta	33092	S	95	103	198	0.00012
Edaphochlorella mirabilis	3083	S	211	250	461	0.00027
Stichococcus bacillaris	37433	S	62	14	76	0.00005
Trebouxiophyceae sp. MX-AZ01	1208065	S	107	11	118	0.00007
Fusochloris perforata	106203	S	55	20	75	0.00004
Microthamnion kuetzingianum	34148	S	26	10	36	0.00002
Jaagichlorella roystonensis	1052852	S	60	0	60	0.00004
Watanabea reniformis	191674	S	19	3	22	0.00001
Scherffelia dubia	3190	S	141	63	204	0.00012
Micromonas commoda	296587	S	7754	721	8475	0.00505
Micromonas pusilla	38833	S	5556	316	5872	0.00350
Ostreococcus sp. 'lucimarinus'	242159	S	1536	257	1793	0.00107
Ostreococcus tauri	70448	S	1261	174	1435	0.00086
Bathycoccus prasinos	41875	S	510	18	528	0.00031
Monomastix sp. OKE-1	141716	S	152	18	170	0.00010
Microrhizoidea pickettheapsiorum	2604950	S	24	3	27	0.00002
Tupiella akineta	160070	S	3236	410	3646	0.00217
Sarcinofilum mucosum	141643	S	148	23	171	0.00010
Hazenia capsulata	2202518	S	110	23	133	0.00008
Capsosiphon fulvescens	205396	S	48	20	68	0.00004
Gloeotilopsis sterilis	160069	S	19	91	110	0.00007
Ulva fenestrata	83795	S	25	32	57	0.00003
Ulva australis	111616	S	22	121	143	0.00009
Ulva flexuosa	83791	S	16	26	42	0.00003
Ulva expansa	2293988	S	14	5	19	0.00001
Ulva rigida	75689	S	14	9	23	0.00001
Pseudoneochloris marina	44573	S	78	54	132	0.00008
Blidingia minima	63414	S	10	0	10	0.00001
Neodangemannia microcystis	173495	S	79	11	90	0.00005
Callipsygma wilsonis	2320807	S	63	11	74	0.00004
Rhipiliopsis peltata	2320810	S	11	3	14	0.00001
Boodleopsis sp. H.0758	2320802	S	19	4	23	0.00001
Boodleopsis pusilla	381415	S	16	2	18	0.00001
Rhipilia penicilloides	1979422	S	30	4	34	0.00002
Udotea flabellum	170437	S	12	4	16	0.00001
Chlorodesmis fastigiata	189431	S	10	4	14	0.00001
Tydemania expeditionis	325645	S	10	2	12	0.00001
Pseudocodium devriesii	453070	S	10	4	14	0.00001
Caulerpa lentillifera	148947	S	48	3	51	0.00003
Caulerpa verticillata	177082	S	43	4	47	0.00003
Caulerpa racemosa	76317	S	36	13	49	0.00003
Caulerpa cliftonii	1004391	S	16	1	17	0.00001
Caulerpa manorensis	717648	S	13	7	20	0.00001
Caulerpa ashmeadii	177078	S	12	1	13	0.00001
Bryopsis sp. HV04063	1979421	S	95	25	120	0.00007
Bryopsis hypnoides	222885	S	62	16	78	0.00005
Bryopsis plumosa	3130	S	36	9	45	0.00003
Lambia antarctica	101717	S	17	4	21	0.00001
Codium arenicola	1191365	S	31	5	36	0.00002
Codium fragile	3133	S	22	0	22	0.00001
Codium arabicum	221038	S	13	2	15	0.00001
Codium simulans	589376	S	12	2	14	0.00001
Derbesia sp. WEST4838	1847751	S	44	4	48	0.00003
Pedobesia claviformis	2364088	S	25	3	28	0.00002
Ostreobium quekettii	121088	S	132	3	135	0.00008
Trentepohlia odorata	2576626	S	16	0	16	0.00001
Oltmannsiellopsis viridis	51324	S	82	38	120	0.00007
Chloropicon sieburthii	1764286	S	114	78	192	0.00011
Chloropicon roscoffensis	1461544	S	79	51	130	0.00008
Chloropicon primus	1764295	S	73	18	91	0.00005
Chloropicon mariensis	1606511	S	44	24	68	0.00004
Chloropicon maureeniae	1461542	S	40	13	53	0.00003
Chloropicon laureae	464258	S	38	21	59	0.00004
Chloroparvula japonica	1411623	S	78	28	106	0.00006
Chloroparvula pacifica	1883388	S	54	33	87	0.00005
Picocystis salinarum	88271	S	298	225	523	0.00031
Pyramimonas parkeae	36894	S	100	100	200	0.00012
Cymbomonas tetramitiformis	36881	S	82	53	135	0.00008
Nephroselmis pyriformis	156128	S	56	50	106	0.00006
Nephroselmis olivacea	31312	S	55	15	70	0.00004
Nephroselmis astigmatica	259378	S	13	9	22	0.00001
Pedinomonas tuberculata	160064	S	38	38	76	0.00005
Pedinomonas minor	3159	S	35	52	87	0.00005
Pycnococcus provasolii	41880	S	73	13	86	0.00005
Palmophyllum crassum	1615899	S	36	11	47	0.00003
Prasinoderma coloniale	156133	S	295	86	381	0.00023
Cyanidioschyzon merolae	45157	S	1094	2	1096	0.00065
