name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Vigna radiata	157791	S	6832	1563	8395	0.01001
Vigna unguiculata	3917	S	3489	1783	5272	0.00629
Vigna angularis	3914	S	2687	863	3550	0.00423
Glycine max	3847	S	1170	3818	4988	0.00595
Glycine soja	3848	S	1131	3119	4250	0.00507
Cajanus cajan	3821	S	4131	780	4911	0.00586
Phaseolus vulgaris	3885	S	3184	604	3788	0.00452
Pisum sativum	3888	S	7525	1335	8860	0.01057
Vicia villosa	3911	S	6234	1032	7266	0.00867
Trifolium pratense	57577	S	2238	2051	4289	0.00511
Medicago truncatula	3880	S	2208	354	2562	0.00306
Cicer arietinum	3827	S	3157	1290	4447	0.00530
Lotus japonicus	34305	S	2494	443	2937	0.00350
Arachis hypogaea	3818	S	3156	6277	9433	0.01125
Arachis stenosperma	217475	S	3113	1270	4383	0.00523
Arachis duranensis	130453	S	1327	1469	2796	0.00333
Arachis ipaensis	130454	S	337	2815	3152	0.00376
Lupinus angustifolius	3871	S	3645	1082	4727	0.00564
Malus domestica	3750	S	976	1135	2111	0.00252
Malus sylvestris	3752	S	973	1411	2384	0.00284
Pyrus communis	23211	S	1905	583	2488	0.00297
Prunus mume	102107	S	912	416	1328	0.00158
Prunus persica	3760	S	666	483	1149	0.00137
Prunus dulcis	3755	S	571	404	975	0.00116
Rosa chinensis	74649	S	1675	347	2022	0.00241
Rosa rugosa	74645	S	1288	393	1681	0.00200
Argentina anserina	57926	S	1026	531	1557	0.00186
Fragaria vesca	57918	S	915	370	1285	0.00153
Humulus lupulus	3486	S	7287	3071	10358	0.01235
Cannabis sativa	3483	S	3282	477	3759	0.00448
Ziziphus jujuba	326968	S	3343	2065	5408	0.00645
Hevea brasiliensis	3981	S	6466	1024	7490	0.00893
Manihot esculenta	3983	S	3642	1501	5143	0.00613
Ricinus communis	3988	S	2243	729	2972	0.00354
Mercurialis annua	3986	S	2228	1932	4160	0.00496
Euphorbia lathyris	212925	S	3412	514	3926	0.00468
Populus nigra	3691	S	2433	7103	9536	0.01137
Populus trichocarpa	3694	S	2167	851	3018	0.00360
Juglans microcarpa x Juglans regia	2249226	S	2658	998	3656	0.00436
Juglans regia	51240	S	2480	1515	3995	0.00476
Carya illinoinensis	32201	S	3216	1415	4631	0.00552
Quercus lobata	97700	S	3215	1759	4974	0.00593
Quercus robur	38942	S	3153	3503	6656	0.00794
Alnus glutinosa	3517	S	2879	2900	5779	0.00689
Corylus avellana	13451	S	2403	405	2808	0.00335
Benincasa hispida	102211	S	4633	272	4905	0.00585
Cucumis melo	3656	S	2283	10686	12969	0.01547
Cucumis sativus	3659	S	1696	292	1988	0.00237
Cucurbita pepo	3663	S	1575	419	1994	0.00238
Tripterygium wilfordii	458696	S	1272	823	2095	0.00250
Brassica napus	3708	S	8058	26985	35043	0.04179
Brassica rapa	3711	S	1991	3588	5579	0.00665
Brassica oleracea	3712	S	1986	2010	3996	0.00477
Raphanus sativus	3726	S	1977	4798	6775	0.00808
Camelina sativa	90675	S	3614	272	3886	0.00463
Arabidopsis thaliana	3702	S	606	112	718	0.00086
Gossypium hirsutum	3635	S	4134	2843	6977	0.00832
Gossypium arboreum	29729	S	2420	1634	4054	0.00483
Gossypium raimondii	29730	S	2060	1202	3262	0.00389
Theobroma cacao	3641	S	1700	115	1815	0.00216
Eucalyptus grandis	71139	S	3599	1980	5579	0.00665
Rhodamnia argentea	178133	S	1841	389	2230	0.00266
Punica granatum	22663	S	2312	559	2871	0.00342
Mangifera indica	29780	S	2631	908	3539	0.00422
Citrus sinensis	2711	S	1725	529	2254	0.00269
Vitis riparia	96939	S	2164	1591	3755	0.00448
Vitis vinifera	29760	S	1914	1695	3609	0.00430
Solanum lycopersicum	4081	S	9431	16670	26101	0.03113
Solanum pennellii	28526	S	8551	2185	10736	0.01280
Solanum dulcamara	45834	S	3181	1761	4942	0.00589
Solanum stenotomum	172797	S	2929	391	3320	0.00396
Capsicum annuum	4072	S	10293	542	10835	0.01292
Lycium ferocissimum	112874	S	3814	1128	4942	0.00589
Lycium barbarum	112863	S	3774	843	4617	0.00551
Nicotiana attenuata	49451	S	4403	1415	5818	0.00694
Nicotiana sylvestris	4096	S	4232	819	5051	0.00602
Nicotiana tomentosiformis	4098	S	3624	646	4270	0.00509
Ipomoea triloba	35885	S	2392	906	3298	0.00393
Salvia miltiorrhiza	226208	S	2683	347	3030	0.00361
Salvia hispanica	49212	S	1471	484	1955	0.00233
Salvia splendens	180675	S	3318	631	3949	0.00471
Olea europaea	4146	S	4924	340	5264	0.00628
Sesamum indicum	4182	S	2108	333	2441	0.00291
Coffea arabica	13443	S	2021	734	2755	0.00329
Coffea eugenioides	49369	S	862	754	1616	0.00193
Rutidosis leptorrhynchoides	125765	S	7904	2993	10897	0.01300
Helianthus annuus	4232	S	7275	645	7920	0.00945
Erigeron canadensis	72917	S	1972	282	2254	0.00269
Lactuca sativa	4236	S	6222	1438	7660	0.00914
Cynara cardunculus	4265	S	3089	330	3419	0.00408
Daucus carota	4039	S	1815	350	2165	0.00258
Actinidia eriantha	165200	S	4428	414	4842	0.00577
Impatiens glandulifera	253017	S	4229	1034	5263	0.00628
Diospyros lotus	55363	S	3954	461	4415	0.00527
Rhododendron vialii	182163	S	2694	465	3159	0.00377
Beta vulgaris	161934	S	2731	836	3567	0.00425
Spinacia oleracea	3562	S	2460	9079	11539	0.01376
Amaranthus tricolor	29722	S	2358	8261	10619	0.01266
Malania oleifera	397392	S	7126	1098	8224	0.00981
Triticum aestivum	4565	S	10642	12106	22748	0.02713
Triticum dicoccoides	85692	S	6229	6422	12651	0.01509
Triticum urartu	4572	S	5703	3659	9362	0.01116
Aegilops tauschii	37682	S	3532	4204	7736	0.00923
Hordeum vulgare	4513	S	10470	5266	15736	0.01877
Lolium rigidum	89674	S	5100	1512	6612	0.00789
Lolium perenne	4522	S	3190	2031	5221	0.00623
Brachypodium distachyon	15368	S	2313	403	2716	0.00324
Oryza brachyantha	4533	S	3099	707	3806	0.00454
