name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Amaranthus tricolor	29722	S	774	2583	3357	0.01277
Triticum aestivum	4565	S	2722	3499	6221	0.02366
Triticum dicoccoides	85692	S	1597	1842	3439	0.01308
Triticum urartu	4572	S	1303	941	2244	0.00853
Aegilops tauschii	37682	S	1037	1460	2497	0.00950
Hordeum vulgare	4513	S	3339	1766	5105	0.01942
Lolium rigidum	89674	S	1637	634	2271	0.00864
Lolium perenne	4522	S	856	699	1555	0.00591
Brachypodium distachyon	15368	S	1412	234	1646	0.00626
Oryza sativa	4530	S	1950	4453	6403	0.02435
Oryza brachyantha	4533	S	1468	304	1772	0.00674
Oryza glaberrima	4538	S	1062	948	2010	0.00764
Miscanthus floridulus	154761	S	2318	662	2980	0.01133
Zea mays	4577	S	1979	955	2934	0.01116
Sorghum bicolor	4558	S	856	604	1460	0.00555
Panicum virgatum	38727	S	1728	478	2206	0.00839
Panicum hallii	206008	S	907	297	1204	0.00458
Setaria viridis	4556	S	235	665	900	0.00342
Setaria italica	4555	S	213	614	827	0.00315
Phragmites australis	29695	S	1865	672	2537	0.00965
Ananas comosus	4615	S	2016	627	2643	0.01005
Musa acuminata	4641	S	3111	7153	10264	0.03904
Zingiber officinale	94328	S	2944	113	3057	0.01163
Elaeis guineensis	51953	S	2302	425	2727	0.01037
Phoenix dactylifera	42345	S	1860	707	2567	0.00976
Asparagus officinalis	4686	S	1159	117	1276	0.00485
Dioscorea cayenensis	29710	S	933	96	1029	0.00391
Telopea speciosissima	54955	S	1779	219	1998	0.00760
Macadamia integrifolia	60698	S	1015	169	1184	0.00450
Magnolia sinica	86752	S	2303	93	2396	0.00911
Papaver somniferum	3469	S	1315	41	1356	0.00516
Nymphaea colorata	210225	S	736	102	838	0.00319
Cryptomeria japonica	3369	S	4889	527	5416	0.02060
Physcomitrium patens	3218	S	418	2	420	0.00160
Coleochaete scutata	3125	S	64	3	67	0.00025
Chlamydomonas reinhardtii	3055	S	2585	157	2742	0.01043
Polytomella capuana	351368	S	58	0	58	0.00022
Volvox carteri	3067	S	217	12	229	0.00087
Neocystis brevis	1065496	S	57	29	86	0.00033
Chlorella variabilis	554065	S	16	29	45	0.00017
Auxenochlorella protothecoides	3075	S	14	20	34	0.00013
Xylochloris irregularis	480381	S	31	22	53	0.00020
Stichococcus bacillaris	37433	S	23	31	54	0.00021
Micromonas commoda	296587	S	1034	80	1114	0.00424
Micromonas pusilla	38833	S	649	28	677	0.00257
Ostreococcus tauri	70448	S	229	11	240	0.00091
Ostreococcus sp. 'lucimarinus'	242159	S	152	6	158	0.00060
Bathycoccus prasinos	41875	S	84	2	86	0.00033
Microrhizoidea pickettheapsiorum	2604950	S	25	0	25	0.00010
Chloroparvula pacifica	1883388	S	50	20	70	0.00027
Picocystis salinarum	88271	S	19	33	52	0.00020
Cyanidioschyzon merolae	45157	S	34	0	34	0.00013
