name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Vigna radiata	157791	S	4706	1001	5707	0.02068
Vigna unguiculata	3917	S	698	334	1032	0.00374
Vigna angularis	3914	S	445	126	571	0.00207
Glycine soja	3848	S	437	1040	1477	0.00535
Glycine max	3847	S	364	1040	1404	0.00509
Cajanus cajan	3821	S	1125	190	1315	0.00477
Phaseolus vulgaris	3885	S	908	164	1072	0.00388
Pisum sativum	3888	S	2063	317	2380	0.00862
Vicia villosa	3911	S	1649	228	1877	0.00680
Trifolium pratense	57577	S	620	540	1160	0.00420
Medicago truncatula	3880	S	362	50	412	0.00149
Cicer arietinum	3827	S	723	256	979	0.00355
Lotus japonicus	34305	S	854	132	986	0.00357
Arachis hypogaea	3818	S	950	1673	2623	0.00951
Arachis stenosperma	217475	S	758	275	1033	0.00374
Arachis duranensis	130453	S	371	368	739	0.00268
Arachis ipaensis	130454	S	108	801	909	0.00329
Lupinus angustifolius	3871	S	1216	320	1536	0.00557
Malus sylvestris	3752	S	426	666	1092	0.00396
Malus domestica	3750	S	315	399	714	0.00259
Pyrus communis	23211	S	881	321	1202	0.00436
Prunus mume	102107	S	303	157	460	0.00167
Prunus persica	3760	S	263	215	478	0.00173
Prunus dulcis	3755	S	196	158	354	0.00128
Rosa chinensis	74649	S	575	117	692	0.00251
Rosa rugosa	74645	S	467	141	608	0.00220
Argentina anserina	57926	S	528	280	808	0.00293
Fragaria vesca	57918	S	483	194	677	0.00245
Humulus lupulus	3486	S	2133	895	3028	0.01097
Cannabis sativa	3483	S	801	106	907	0.00329
Ziziphus jujuba	326968	S	1249	743	1992	0.00722
Juglans regia	51240	S	1137	679	1816	0.00658
Juglans microcarpa x Juglans regia	2249226	S	1115	398	1513	0.00548
Carya illinoinensis	32201	S	1248	529	1777	0.00644
Quercus lobata	97700	S	1299	714	2013	0.00729
Quercus robur	38942	S	1175	1300	2475	0.00897
Alnus glutinosa	3517	S	1123	1106	2229	0.00808
Corylus avellana	13451	S	839	137	976	0.00354
Hevea brasiliensis	3981	S	2044	382	2426	0.00879
Manihot esculenta	3983	S	875	394	1269	0.00460
Euphorbia lathyris	212925	S	1208	176	1384	0.00502
Ricinus communis	3988	S	699	225	924	0.00335
Mercurialis annua	3986	S	404	344	748	0.00271
Populus nigra	3691	S	769	2218	2987	0.01082
Populus trichocarpa	3694	S	638	248	886	0.00321
Benincasa hispida	102211	S	1611	92	1703	0.00617
Cucumis melo	3656	S	648	3038	3686	0.01336
Cucumis sativus	3659	S	614	110	724	0.00262
Cucurbita pepo	3663	S	529	137	666	0.00241
Tripterygium wilfordii	458696	S	385	240	625	0.00226
Eucalyptus grandis	71139	S	1792	944	2736	0.00992
Rhodamnia argentea	178133	S	847	219	1066	0.00386
Punica granatum	22663	S	1255	353	1608	0.00583
Brassica napus	3708	S	591	2081	2672	0.00968
Brassica oleracea	3712	S	217	232	449	0.00163
Brassica rapa	3711	S	196	378	574	0.00208
Raphanus sativus	3726	S	554	1193	1747	0.00633
Camelina sativa	90675	S	810	60	870	0.00315
Arabidopsis thaliana	3702	S	131	27	158	0.00057
Gossypium hirsutum	3635	S	918	692	1610	0.00583
Gossypium arboreum	29729	S	438	325	763	0.00277
Gossypium raimondii	29730	S	393	254	647	0.00234
Theobroma cacao	3641	S	628	47	675	0.00245
Mangifera indica	29780	S	632	211	843	0.00305
Citrus sinensis	2711	S	535	197	732	0.00265
Vitis vinifera	29760	S	638	676	1314	0.00476
Vitis riparia	96939	S	618	569	1187	0.00430
Solanum lycopersicum	4081	S	11972	16484	28456	0.10312
Solanum pennellii	28526	S	10241	1817	12058	0.04370
Solanum stenotomum	172797	S	954	77	1031	0.00374
Solanum dulcamara	45834	S	805	358	1163	0.00421
Lycium ferocissimum	112874	S	1347	265	1612	0.00584
Lycium barbarum	112863	S	1208	168	1376	0.00499
Capsicum annuum	4072	S	2574	95	2669	0.00967
Nicotiana attenuata	49451	S	1407	357	1764	0.00639
Nicotiana sylvestris	4096	S	1337	198	1535	0.00556
Nicotiana tomentosiformis	4098	S	867	117	984	0.00357
Ipomoea triloba	35885	S	1098	325	1423	0.00516
Salvia miltiorrhiza	226208	S	1114	122	1236	0.00448
Salvia hispanica	49212	S	530	261	791	0.00287
Salvia splendens	180675	S	1234	259	1493	0.00541
Olea europaea	4146	S	1579	82	1661	0.00602
Sesamum indicum	4182	S	601	73	674	0.00244
Coffea arabica	13443	S	834	312	1146	0.00415
Coffea eugenioides	49369	S	217	189	406	0.00147
Helianthus annuus	4232	S	1944	131	2075	0.00752
Rutidosis leptorrhynchoides	125765	S	1698	501	2199	0.00797
Erigeron canadensis	72917	S	659	81	740	0.00268
Lactuca sativa	4236	S	1680	333	2013	0.00729
Cynara cardunculus	4265	S	662	62	724	0.00262
Daucus carota	4039	S	644	99	743	0.00269
Actinidia eriantha	165200	S	1988	173	2161	0.00783
Diospyros lotus	55363	S	1667	150	1817	0.00658
Rhododendron vialii	182163	S	1409	213	1622	0.00588
Impatiens glandulifera	253017	S	1080	218	1298	0.00470
Malania oleifera	397392	S	2676	375	3051	0.01106
Beta vulgaris	161934	S	1107	322	1429	0.00518
Spinacia oleracea	3562	S	720	2308	3028	0.01097
Amaranthus tricolor	29722	S	724	2267	2991	0.01084
Triticum aestivum	4565	S	3200	3798	6998	0.02536
Triticum dicoccoides	85692	S	1738	1858	3596	0.01303
Triticum urartu	4572	S	1601	1066	2667	0.00967
Aegilops tauschii	37682	S	1242	1599	2841	0.01030
Hordeum vulgare	4513	S	3383	1628	5011	0.01816
Lolium rigidum	89674	S	1740	647	2387	0.00865
Lolium perenne	4522	S	943	737	1680	0.00609
Brachypodium distachyon	15368	S	1471	219	1690	0.00612
Oryza sativa	4530	S	2341	4851	7192	0.02606
Oryza brachyantha	4533	S	1330	245	1575	0.00571
Oryza glaberrima	4538	S	1126	915	2041	0.00740
Miscanthus floridulus	154761	S	2439	670	3109	0.01127
Zea mays	4577	S	2144	964	3108	0.01126
Sorghum bicolor	4558	S	899	618	1517	0.00550
Panicum virgatum	38727	S	1922	491	2413	0.00874
Panicum hallii	206008	S	1039	314	1353	0.00490
Setaria italica	4555	S	252	702	954	0.00346
Setaria viridis	4556	S	225	616	841	0.00305
Phragmites australis	29695	S	1960	624	2584	0.00936
Ananas comosus	4615	S	1941	565	2506	0.00908
Musa acuminata	4641	S	3040	6753	9793	0.03549
Zingiber officinale	94328	S	2988	110	3098	0.01123
Elaeis guineensis	51953	S	2374	404	2778	0.01007
Phoenix dactylifera	42345	S	2044	708	2752	0.00997
Asparagus officinalis	4686	S	1204	116	1320	0.00478
Dioscorea cayenensis	29710	S	967	96	1063	0.00385
Telopea speciosissima	54955	S	1891	222	2113	0.00766
Macadamia integrifolia	60698	S	1123	177	1300	0.00471
Magnolia sinica	86752	S	2289	87	2376	0.00861
Papaver somniferum	3469	S	1337	39	1376	0.00499
Nymphaea colorata	210225	S	709	86	795	0.00288
Cryptomeria japonica	3369	S	4996	508	5504	0.01995
Physcomitrium patens	3218	S	421	2	423	0.00153
Coleochaete scutata	3125	S	76	3	79	0.00029
Chlamydomonas reinhardtii	3055	S	2917	169	3086	0.01118
Polytomella capuana	351368	S	61	0	61	0.00022
Volvox carteri	3067	S	313	18	331	0.00120
Neocystis brevis	1065496	S	90	44	134	0.00049
Auxenochlorella protothecoides	3075	S	27	22	49	0.00018
Chlorella variabilis	554065	S	16	18	34	0.00012
Stichococcus bacillaris	37433	S	38	42	80	0.00029
Xylochloris irregularis	480381	S	17	10	27	0.00010
Micromonas commoda	296587	S	1315	77	1392	0.00504
Micromonas pusilla	38833	S	895	29	924	0.00335
Ostreococcus tauri	70448	S	337	21	358	0.00130
Ostreococcus sp. 'lucimarinus'	242159	S	199	14	213	0.00077
Bathycoccus prasinos	41875	S	94	2	96	0.00035
Monomastix sp. OKE-1	141716	S	12	4	16	0.00006
Chloroparvula pacifica	1883388	S	39	13	52	0.00019
Picocystis salinarum	88271	S	29	44	73	0.00026
Cyanidioschyzon merolae	45157	S	34	0	34	0.00012
